task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,broad_occ,minor_occ_category,major_occ_category,date,pct_normalized,auto_aug_mean,physical,freq_mean,importance,relevance,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
Handle customer complaints and take appropriate action to resolve them.,handle customer complaints and take appropriate action to resolve them,Correspond with customers to answer questions or resolve complaints.,Respond to customer problems or inquiries.,Performing for or Working Directly with the Public,Loan Officers,loan officers,13-2072.00,Credit Counselors and Loan Officers,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0139554047288885,4.830188679245283,False,0.4100988461538462,3.96,95.97,E1,E2,76690.0,66710.0,72800.0,62160.0,70260.0,81770.0,94520.0,95730.0,83130.0,92890.0,71090.0,68490.0,63740.0,71070.0,79150.0,72960.0,83670.0,86970.0,62090.0,61110.0,81900.0,73580.0,101600.0,74470.0,95170.0,60260.0,73660.0,71570.0,79840.0,64500.0,80660.0,92920.0,62610.0,95710.0,75920.0,84650.0,76370.0,72990.0,94440.0,69300.0,77250.0,63220.0,79920.0,62800.0,66370.0,59440.0,88710.0,78320.0,80120.0,57580.0,78290.0,79620.0,45180.0,35730.0,44780.0,137165.0,5050.0,490.0,10020.0,2610.0,25790.0,3230.0,2220.0,1420.0,370.0,18830.0,9540.0,980.0,2030.0,10890.0,4790.0,2840.0,3540.0,3940.0,2810.0,1060.0,3850.0,4470.0,11340.0,6430.0,3450.0,7050.0,1180.0,2710.0,2580.0,1120.0,6200.0,1140.0,10840.0,10700.0,1370.0,9880.0,4100.0,4220.0,8140.0,1290.0,4140.0,1820.0,6510.0,21200.0,3990.0,350.0,8790.0,6040.0,1290.0,4940.0,740.0,60.0,2360.0,50.0
"Obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",obtain and compile copies of loan applicants credit histories corporate financial statements and other financial information,Gather financial records.,Gather information from physical or electronic sources.,Getting Information,Loan Officers,loan officers,13-2072.00,Credit Counselors and Loan Officers,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0064239164625042,5.0,False,0.9958892307692307,4.13,98.54,E2,E2,76690.0,66710.0,72800.0,62160.0,70260.0,81770.0,94520.0,95730.0,83130.0,92890.0,71090.0,68490.0,63740.0,71070.0,79150.0,72960.0,83670.0,86970.0,62090.0,61110.0,81900.0,73580.0,101600.0,74470.0,95170.0,60260.0,73660.0,71570.0,79840.0,64500.0,80660.0,92920.0,62610.0,95710.0,75920.0,84650.0,76370.0,72990.0,94440.0,69300.0,77250.0,63220.0,79920.0,62800.0,66370.0,59440.0,88710.0,78320.0,80120.0,57580.0,78290.0,79620.0,45180.0,35730.0,44780.0,137165.0,5050.0,490.0,10020.0,2610.0,25790.0,3230.0,2220.0,1420.0,370.0,18830.0,9540.0,980.0,2030.0,10890.0,4790.0,2840.0,3540.0,3940.0,2810.0,1060.0,3850.0,4470.0,11340.0,6430.0,3450.0,7050.0,1180.0,2710.0,2580.0,1120.0,6200.0,1140.0,10840.0,10700.0,1370.0,9880.0,4100.0,4220.0,8140.0,1290.0,4140.0,1820.0,6510.0,21200.0,3990.0,350.0,8790.0,6040.0,1290.0,4940.0,740.0,60.0,2360.0,50.0
"Maintain knowledge of tax code changes, and of accounting procedures and theory to properly evaluate financial information.",maintain knowledge of tax code changes and of accounting procedures and theory to properly evaluate financial information,Update knowledge of legal or regulatory environments.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,"Tax Examiners and Collectors, and Revenue Agents",tax examiners and collectors and revenue agents,13-2081.00,"Tax Examiners, Collectors and Preparers, and Revenue Agents",Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0037657441331921,5.0,False,0.8313415384615385,4.19,63.64,E2,E2,62370.0,58100.0,94630.0,92680.0,55140.0,74110.0,69740.0,89140.0,72900.0,62370.0,46760.0,55430.0,67210.0,61110.0,80720.0,56570.0,66860.0,88610.0,57240.0,49940.0,63290.0,66900.0,75560.0,63440.0,79000.0,41860.0,50250.0,63610.0,59150.0,75500.0,58610.0,96420.0,56260.0,72610.0,61950.0,72230.0,76240.0,52480.0,65830.0,56870.0,69870.0,61110.0,63790.0,51630.0,58200.0,49940.0,59010.0,59610.0,72850.0,50730.0,59990.0,61780.0,62370.0,43740.0,62370.0,56610.0,1300.0,60.0,230.0,440.0,8610.0,620.0,940.0,110.0,254.0,3950.0,1970.0,80.0,300.0,1350.0,550.0,210.0,50.0,1290.0,600.0,350.0,560.0,1260.0,1080.0,1150.0,710.0,2280.0,130.0,180.0,280.0,330.0,1430.0,190.0,3550.0,1300.0,60.0,990.0,240.0,430.0,3540.0,270.0,280.0,120.0,1850.0,3980.0,3470.0,140.0,1800.0,770.0,290.0,500.0,60.0,24.0,440.0,12.0
"Install systems of recording costs or other financial and budgetary data or provide advice on such systems, based on examination of current financial records.",install systems of recording costs or other financial and budgetary data or provide advice on such systems based on examination of current financial records,Develop financial analysis methods.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,"Tax Examiners and Collectors, and Revenue Agents",tax examiners and collectors and revenue agents,13-2081.00,"Tax Examiners, Collectors and Preparers, and Revenue Agents",Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.002104386427372,5.0,False,2.060711978021978,4.215714285714286,54.46619047619048,E1,E2,62370.0,58100.0,94630.0,92680.0,55140.0,74110.0,69740.0,89140.0,72900.0,62370.0,46760.0,55430.0,67210.0,61110.0,80720.0,56570.0,66860.0,88610.0,57240.0,49940.0,63290.0,66900.0,75560.0,63440.0,79000.0,41860.0,50250.0,63610.0,59150.0,75500.0,58610.0,96420.0,56260.0,72610.0,61950.0,72230.0,76240.0,52480.0,65830.0,56870.0,69870.0,61110.0,63790.0,51630.0,58200.0,49940.0,59010.0,59610.0,72850.0,50730.0,59990.0,61780.0,62370.0,43740.0,62370.0,56610.0,1300.0,60.0,230.0,440.0,8610.0,620.0,940.0,110.0,254.0,3950.0,1970.0,80.0,300.0,1350.0,550.0,210.0,50.0,1290.0,600.0,350.0,560.0,1260.0,1080.0,1150.0,710.0,2280.0,130.0,180.0,280.0,330.0,1430.0,190.0,3550.0,1300.0,60.0,990.0,240.0,430.0,3540.0,270.0,280.0,120.0,1850.0,3980.0,3470.0,140.0,1800.0,770.0,290.0,500.0,60.0,24.0,440.0,12.0
"Install systems of recording costs or other financial and budgetary data or provide advice on such systems, based on examination of current financial records.",install systems of recording costs or other financial and budgetary data or provide advice on such systems based on examination of current financial records,Advise others on financial matters.,Advise others on financial matters.,Provide Consultation and Advice to Others,"Tax Examiners and Collectors, and Revenue Agents",tax examiners and collectors and revenue agents,13-2081.00,"Tax Examiners, Collectors and Preparers, and Revenue Agents",Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.002104386427372,5.0,False,2.060711978021978,4.215714285714286,54.46619047619048,E1,E2,62370.0,58100.0,94630.0,92680.0,55140.0,74110.0,69740.0,89140.0,72900.0,62370.0,46760.0,55430.0,67210.0,61110.0,80720.0,56570.0,66860.0,88610.0,57240.0,49940.0,63290.0,66900.0,75560.0,63440.0,79000.0,41860.0,50250.0,63610.0,59150.0,75500.0,58610.0,96420.0,56260.0,72610.0,61950.0,72230.0,76240.0,52480.0,65830.0,56870.0,69870.0,61110.0,63790.0,51630.0,58200.0,49940.0,59010.0,59610.0,72850.0,50730.0,59990.0,61780.0,62370.0,43740.0,62370.0,56610.0,1300.0,60.0,230.0,440.0,8610.0,620.0,940.0,110.0,254.0,3950.0,1970.0,80.0,300.0,1350.0,550.0,210.0,50.0,1290.0,600.0,350.0,560.0,1260.0,1080.0,1150.0,710.0,2280.0,130.0,180.0,280.0,330.0,1430.0,190.0,3550.0,1300.0,60.0,990.0,240.0,430.0,3540.0,270.0,280.0,120.0,1850.0,3980.0,3470.0,140.0,1800.0,770.0,290.0,500.0,60.0,24.0,440.0,12.0
Explain federal and state tax laws to individuals and companies.,explain federal and state tax laws to individuals and companies,"Explain regulations, policies, or procedures.","Explain regulations, policies, or procedures.",Interpreting the Meaning of Information for Others,Tax Preparers,tax preparers,13-2082.00,"Tax Examiners, Collectors and Preparers, and Revenue Agents",Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0129585901053965,3.059405940594059,False,2.3915384615384614,4.21,100.0,E1,E2,54920.0,33280.0,62360.0,44770.0,35040.0,70030.0,62620.0,41130.0,51960.0,54920.0,49020.0,49330.0,34720.0,54920.0,54480.0,45710.0,53660.0,47300.0,36620.0,38740.0,47150.0,47020.0,58400.0,46400.0,59200.0,50670.0,62780.0,63080.0,43010.0,60000.0,61370.0,43420.0,38060.0,71850.0,48130.0,57060.0,49020.0,42700.0,61370.0,61270.0,57680.0,39220.0,52530.0,36600.0,47460.0,66720.0,54920.0,58520.0,45370.0,35880.0,44340.0,57990.0,54920.0,46730.0,54920.0,76480.0,290.0,70.0,2240.0,550.0,10270.0,1540.0,700.0,240.0,343.0,4852.0,1670.0,307.0,419.0,1310.0,1820.0,780.0,450.0,1080.0,650.0,250.0,1240.0,1500.0,1660.0,1040.0,580.0,1330.0,360.0,420.0,1410.0,420.0,3220.0,340.0,7620.0,2710.0,220.0,1590.0,1300.0,1590.0,2010.0,245.0,1360.0,280.0,1260.0,6010.0,1190.0,148.0,1960.0,1360.0,330.0,1550.0,90.0,33.0,340.0,16.0
Furnish taxpayers with sufficient information and advice to ensure correct tax form completion.,furnish taxpayers with sufficient information and advice to ensure correct tax form completion,Advise others on financial matters.,Advise others on financial matters.,Provide Consultation and Advice to Others,Tax Preparers,tax preparers,13-2082.00,"Tax Examiners, Collectors and Preparers, and Revenue Agents",Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.004098015674356,5.0,False,2.6634384615384614,4.57,100.0,E1,E2,54920.0,33280.0,62360.0,44770.0,35040.0,70030.0,62620.0,41130.0,51960.0,54920.0,49020.0,49330.0,34720.0,54920.0,54480.0,45710.0,53660.0,47300.0,36620.0,38740.0,47150.0,47020.0,58400.0,46400.0,59200.0,50670.0,62780.0,63080.0,43010.0,60000.0,61370.0,43420.0,38060.0,71850.0,48130.0,57060.0,49020.0,42700.0,61370.0,61270.0,57680.0,39220.0,52530.0,36600.0,47460.0,66720.0,54920.0,58520.0,45370.0,35880.0,44340.0,57990.0,54920.0,46730.0,54920.0,76480.0,290.0,70.0,2240.0,550.0,10270.0,1540.0,700.0,240.0,343.0,4852.0,1670.0,307.0,419.0,1310.0,1820.0,780.0,450.0,1080.0,650.0,250.0,1240.0,1500.0,1660.0,1040.0,580.0,1330.0,360.0,420.0,1410.0,420.0,3220.0,340.0,7620.0,2710.0,220.0,1590.0,1300.0,1590.0,2010.0,245.0,1360.0,280.0,1260.0,6010.0,1190.0,148.0,1960.0,1360.0,330.0,1550.0,90.0,33.0,340.0,16.0
"Check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",check data input or verify totals on forms prepared by others to detect errors in arithmetic data entry or procedures,Verify accuracy of records.,Evaluate the quality or accuracy of data.,Processing Information,Tax Preparers,tax preparers,13-2082.00,"Tax Examiners, Collectors and Preparers, and Revenue Agents",Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0076422454467723,3.6779661016949152,False,1.9583092307692307,4.37,90.48,E2,E1,54920.0,33280.0,62360.0,44770.0,35040.0,70030.0,62620.0,41130.0,51960.0,54920.0,49020.0,49330.0,34720.0,54920.0,54480.0,45710.0,53660.0,47300.0,36620.0,38740.0,47150.0,47020.0,58400.0,46400.0,59200.0,50670.0,62780.0,63080.0,43010.0,60000.0,61370.0,43420.0,38060.0,71850.0,48130.0,57060.0,49020.0,42700.0,61370.0,61270.0,57680.0,39220.0,52530.0,36600.0,47460.0,66720.0,54920.0,58520.0,45370.0,35880.0,44340.0,57990.0,54920.0,46730.0,54920.0,76480.0,290.0,70.0,2240.0,550.0,10270.0,1540.0,700.0,240.0,343.0,4852.0,1670.0,307.0,419.0,1310.0,1820.0,780.0,450.0,1080.0,650.0,250.0,1240.0,1500.0,1660.0,1040.0,580.0,1330.0,360.0,420.0,1410.0,420.0,3220.0,340.0,7620.0,2710.0,220.0,1590.0,1300.0,1590.0,2010.0,245.0,1360.0,280.0,1260.0,6010.0,1190.0,148.0,1960.0,1360.0,330.0,1550.0,90.0,33.0,340.0,16.0
"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",apply mathematical or statistical techniques to address practical issues in finance such as derivative valuation securities trading risk management or financial market regulation,Apply mathematical models of financial or business conditions.,Analyze business or financial data.,Analyzing Data or Information,Financial Quantitative Analysts,financial quantitative analysts,13-2099.01,Miscellaneous Financial Specialists,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0060916449213402,5.0,False,1.36,4.4,100.0,E1,E1,81100.0,87110.0,77070.0,81180.0,60600.0,80810.0,87430.0,81100.0,80610.0,125110.0,61660.0,77540.0,77190.0,79440.0,81180.0,92410.0,79390.0,51160.0,65690.0,59860.0,109060.0,101400.0,99970.0,75040.0,83280.0,73920.0,75800.0,76350.0,66290.0,61930.0,83590.0,98630.0,80610.0,107490.0,80900.0,78260.0,90060.0,76980.0,83080.0,78610.0,78990.0,76400.0,86260.0,69240.0,71650.0,76530.0,75270.0,92930.0,80930.0,86200.0,64420.0,75810.0,81100.0,39270.0,81100.0,66065.0,530.0,130.0,910.0,370.0,14290.0,4030.0,716.0,1330.0,2460.0,6960.0,4070.0,840.0,210.0,5850.0,1930.0,1220.0,1140.0,690.0,2990.0,1250.0,3790.0,1535.0,2620.0,820.0,400.0,2710.0,270.0,480.0,1220.0,420.0,5510.0,720.0,9750.0,4190.0,150.0,4170.0,920.0,900.0,4030.0,510.0,930.0,90.0,2420.0,13550.0,3120.0,230.0,5070.0,2910.0,920.0,1620.0,100.0,28.0,670.0,14.0
Interpret results of financial analysis procedures.,interpret results of financial analysis procedures,Analyze business or financial data.,Analyze business or financial data.,Analyzing Data or Information,Financial Quantitative Analysts,financial quantitative analysts,13-2099.01,Miscellaneous Financial Specialists,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0139554047288885,4.0,False,0.9940384615384616,4.1,100.0,E2,E2,81100.0,87110.0,77070.0,81180.0,60600.0,80810.0,87430.0,81100.0,80610.0,125110.0,61660.0,77540.0,77190.0,79440.0,81180.0,92410.0,79390.0,51160.0,65690.0,59860.0,109060.0,101400.0,99970.0,75040.0,83280.0,73920.0,75800.0,76350.0,66290.0,61930.0,83590.0,98630.0,80610.0,107490.0,80900.0,78260.0,90060.0,76980.0,83080.0,78610.0,78990.0,76400.0,86260.0,69240.0,71650.0,76530.0,75270.0,92930.0,80930.0,86200.0,64420.0,75810.0,81100.0,39270.0,81100.0,66065.0,530.0,130.0,910.0,370.0,14290.0,4030.0,716.0,1330.0,2460.0,6960.0,4070.0,840.0,210.0,5850.0,1930.0,1220.0,1140.0,690.0,2990.0,1250.0,3790.0,1535.0,2620.0,820.0,400.0,2710.0,270.0,480.0,1220.0,420.0,5510.0,720.0,9750.0,4190.0,150.0,4170.0,920.0,900.0,4030.0,510.0,930.0,90.0,2420.0,13550.0,3120.0,230.0,5070.0,2910.0,920.0,1620.0,100.0,28.0,670.0,14.0
Define or recommend model specifications or data collection methods.,define or recommend model specifications or data collection methods,Advise others on analytical techniques.,Advise others on business or operational matters.,Provide Consultation and Advice to Others,Financial Quantitative Analysts,financial quantitative analysts,13-2099.01,Miscellaneous Financial Specialists,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0033227154116401,5.0,False,0.3030769230769231,3.85,100.0,E1,E2,81100.0,87110.0,77070.0,81180.0,60600.0,80810.0,87430.0,81100.0,80610.0,125110.0,61660.0,77540.0,77190.0,79440.0,81180.0,92410.0,79390.0,51160.0,65690.0,59860.0,109060.0,101400.0,99970.0,75040.0,83280.0,73920.0,75800.0,76350.0,66290.0,61930.0,83590.0,98630.0,80610.0,107490.0,80900.0,78260.0,90060.0,76980.0,83080.0,78610.0,78990.0,76400.0,86260.0,69240.0,71650.0,76530.0,75270.0,92930.0,80930.0,86200.0,64420.0,75810.0,81100.0,39270.0,81100.0,66065.0,530.0,130.0,910.0,370.0,14290.0,4030.0,716.0,1330.0,2460.0,6960.0,4070.0,840.0,210.0,5850.0,1930.0,1220.0,1140.0,690.0,2990.0,1250.0,3790.0,1535.0,2620.0,820.0,400.0,2710.0,270.0,480.0,1220.0,420.0,5510.0,720.0,9750.0,4190.0,150.0,4170.0,920.0,900.0,4030.0,510.0,930.0,90.0,2420.0,13550.0,3120.0,230.0,5070.0,2910.0,920.0,1620.0,100.0,28.0,670.0,14.0
"Identify, track, or maintain metrics for trading system operations.",identify track or maintain metrics for trading system operations,Monitor business indicators.,Monitor financial data or activities.,"Monitor Processes, Materials, or Surroundings",Financial Quantitative Analysts,financial quantitative analysts,13-2099.01,Miscellaneous Financial Specialists,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.026249451751957,5.0,False,0.3983173076923076,2.88,80.0,E2,E2,81100.0,87110.0,77070.0,81180.0,60600.0,80810.0,87430.0,81100.0,80610.0,125110.0,61660.0,77540.0,77190.0,79440.0,81180.0,92410.0,79390.0,51160.0,65690.0,59860.0,109060.0,101400.0,99970.0,75040.0,83280.0,73920.0,75800.0,76350.0,66290.0,61930.0,83590.0,98630.0,80610.0,107490.0,80900.0,78260.0,90060.0,76980.0,83080.0,78610.0,78990.0,76400.0,86260.0,69240.0,71650.0,76530.0,75270.0,92930.0,80930.0,86200.0,64420.0,75810.0,81100.0,39270.0,81100.0,66065.0,530.0,130.0,910.0,370.0,14290.0,4030.0,716.0,1330.0,2460.0,6960.0,4070.0,840.0,210.0,5850.0,1930.0,1220.0,1140.0,690.0,2990.0,1250.0,3790.0,1535.0,2620.0,820.0,400.0,2710.0,270.0,480.0,1220.0,420.0,5510.0,720.0,9750.0,4190.0,150.0,4170.0,920.0,900.0,4030.0,510.0,930.0,90.0,2420.0,13550.0,3120.0,230.0,5070.0,2910.0,920.0,1620.0,100.0,28.0,670.0,14.0
"Develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (ESG) issues.",develop methods of assessing or measuring corporate performance in terms of environmental social and governance esg issues,Develop financial analysis methods.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,Financial Quantitative Analysts,financial quantitative analysts,13-2099.01,Miscellaneous Financial Specialists,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0032119582312521,4.694493619481057,False,0.0724884615384615,2.84,95.0,E2,E2,81100.0,87110.0,77070.0,81180.0,60600.0,80810.0,87430.0,81100.0,80610.0,125110.0,61660.0,77540.0,77190.0,79440.0,81180.0,92410.0,79390.0,51160.0,65690.0,59860.0,109060.0,101400.0,99970.0,75040.0,83280.0,73920.0,75800.0,76350.0,66290.0,61930.0,83590.0,98630.0,80610.0,107490.0,80900.0,78260.0,90060.0,76980.0,83080.0,78610.0,78990.0,76400.0,86260.0,69240.0,71650.0,76530.0,75270.0,92930.0,80930.0,86200.0,64420.0,75810.0,81100.0,39270.0,81100.0,66065.0,530.0,130.0,910.0,370.0,14290.0,4030.0,716.0,1330.0,2460.0,6960.0,4070.0,840.0,210.0,5850.0,1930.0,1220.0,1140.0,690.0,2990.0,1250.0,3790.0,1535.0,2620.0,820.0,400.0,2710.0,270.0,480.0,1220.0,420.0,5510.0,720.0,9750.0,4190.0,150.0,4170.0,920.0,900.0,4030.0,510.0,930.0,90.0,2420.0,13550.0,3120.0,230.0,5070.0,2910.0,920.0,1620.0,100.0,28.0,670.0,14.0
Prepare requirements documentation for use by software developers.,prepare requirements documentation for use by software developers,Develop technical specifications for systems or equipment.,Develop technical specifications for products or operations.,Thinking Creatively,Financial Quantitative Analysts,financial quantitative analysts,13-2099.01,Miscellaneous Financial Specialists,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0026581723293121,5.0,False,0.0876696153846153,2.83,90.0,E2,E1,81100.0,87110.0,77070.0,81180.0,60600.0,80810.0,87430.0,81100.0,80610.0,125110.0,61660.0,77540.0,77190.0,79440.0,81180.0,92410.0,79390.0,51160.0,65690.0,59860.0,109060.0,101400.0,99970.0,75040.0,83280.0,73920.0,75800.0,76350.0,66290.0,61930.0,83590.0,98630.0,80610.0,107490.0,80900.0,78260.0,90060.0,76980.0,83080.0,78610.0,78990.0,76400.0,86260.0,69240.0,71650.0,76530.0,75270.0,92930.0,80930.0,86200.0,64420.0,75810.0,81100.0,39270.0,81100.0,66065.0,530.0,130.0,910.0,370.0,14290.0,4030.0,716.0,1330.0,2460.0,6960.0,4070.0,840.0,210.0,5850.0,1930.0,1220.0,1140.0,690.0,2990.0,1250.0,3790.0,1535.0,2620.0,820.0,400.0,2710.0,270.0,480.0,1220.0,420.0,5510.0,720.0,9750.0,4190.0,150.0,4170.0,920.0,900.0,4030.0,510.0,930.0,90.0,2420.0,13550.0,3120.0,230.0,5070.0,2910.0,920.0,1620.0,100.0,28.0,670.0,14.0
Maintain or modify all financial analytic models in use.,maintain or modify all financial analytic models in use,Apply mathematical models of financial or business conditions.,Analyze business or financial data.,Analyzing Data or Information,Financial Quantitative Analysts,financial quantitative analysts,13-2099.01,Miscellaneous Financial Specialists,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0045410443959081,5.0,False,0.1742307692307692,3.65,100.0,E1,E1,81100.0,87110.0,77070.0,81180.0,60600.0,80810.0,87430.0,81100.0,80610.0,125110.0,61660.0,77540.0,77190.0,79440.0,81180.0,92410.0,79390.0,51160.0,65690.0,59860.0,109060.0,101400.0,99970.0,75040.0,83280.0,73920.0,75800.0,76350.0,66290.0,61930.0,83590.0,98630.0,80610.0,107490.0,80900.0,78260.0,90060.0,76980.0,83080.0,78610.0,78990.0,76400.0,86260.0,69240.0,71650.0,76530.0,75270.0,92930.0,80930.0,86200.0,64420.0,75810.0,81100.0,39270.0,81100.0,66065.0,530.0,130.0,910.0,370.0,14290.0,4030.0,716.0,1330.0,2460.0,6960.0,4070.0,840.0,210.0,5850.0,1930.0,1220.0,1140.0,690.0,2990.0,1250.0,3790.0,1535.0,2620.0,820.0,400.0,2710.0,270.0,480.0,1220.0,420.0,5510.0,720.0,9750.0,4190.0,150.0,4170.0,920.0,900.0,4030.0,510.0,930.0,90.0,2420.0,13550.0,3120.0,230.0,5070.0,2910.0,920.0,1620.0,100.0,28.0,670.0,14.0
"Develop core analytical capabilities or model libraries, using advanced statistical, quantitative, or econometric techniques.",develop core analytical capabilities or model libraries using advanced statistical quantitative or econometric techniques,Apply mathematical models of financial or business conditions.,Analyze business or financial data.,Analyzing Data or Information,Financial Quantitative Analysts,financial quantitative analysts,13-2099.01,Miscellaneous Financial Specialists,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0093036031525923,3.0,False,0.405456923076923,4.0,90.0,E1,E1,81100.0,87110.0,77070.0,81180.0,60600.0,80810.0,87430.0,81100.0,80610.0,125110.0,61660.0,77540.0,77190.0,79440.0,81180.0,92410.0,79390.0,51160.0,65690.0,59860.0,109060.0,101400.0,99970.0,75040.0,83280.0,73920.0,75800.0,76350.0,66290.0,61930.0,83590.0,98630.0,80610.0,107490.0,80900.0,78260.0,90060.0,76980.0,83080.0,78610.0,78990.0,76400.0,86260.0,69240.0,71650.0,76530.0,75270.0,92930.0,80930.0,86200.0,64420.0,75810.0,81100.0,39270.0,81100.0,66065.0,530.0,130.0,910.0,370.0,14290.0,4030.0,716.0,1330.0,2460.0,6960.0,4070.0,840.0,210.0,5850.0,1930.0,1220.0,1140.0,690.0,2990.0,1250.0,3790.0,1535.0,2620.0,820.0,400.0,2710.0,270.0,480.0,1220.0,420.0,5510.0,720.0,9750.0,4190.0,150.0,4170.0,920.0,900.0,4030.0,510.0,930.0,90.0,2420.0,13550.0,3120.0,230.0,5070.0,2910.0,920.0,1620.0,100.0,28.0,670.0,14.0
Produce written summary reports of financial research results.,produce written summary reports of financial research results,"Prepare financial documents, reports, or budgets.","Prepare financial documents, reports, or budgets.",Documenting/Recording Information,Financial Quantitative Analysts,financial quantitative analysts,13-2099.01,Miscellaneous Financial Specialists,Financial Specialists,Business and Financial Operations Occupations,2026-02-12,0.0197147781090648,5.0,False,0.1723076923076923,3.65,100.0,E2,E1,81100.0,87110.0,77070.0,81180.0,60600.0,80810.0,87430.0,81100.0,80610.0,125110.0,61660.0,77540.0,77190.0,79440.0,81180.0,92410.0,79390.0,51160.0,65690.0,59860.0,109060.0,101400.0,99970.0,75040.0,83280.0,73920.0,75800.0,76350.0,66290.0,61930.0,83590.0,98630.0,80610.0,107490.0,80900.0,78260.0,90060.0,76980.0,83080.0,78610.0,78990.0,76400.0,86260.0,69240.0,71650.0,76530.0,75270.0,92930.0,80930.0,86200.0,64420.0,75810.0,81100.0,39270.0,81100.0,66065.0,530.0,130.0,910.0,370.0,14290.0,4030.0,716.0,1330.0,2460.0,6960.0,4070.0,840.0,210.0,5850.0,1930.0,1220.0,1140.0,690.0,2990.0,1250.0,3790.0,1535.0,2620.0,820.0,400.0,2710.0,270.0,480.0,1220.0,420.0,5510.0,720.0,9750.0,4190.0,150.0,4170.0,920.0,900.0,4030.0,510.0,930.0,90.0,2420.0,13550.0,3120.0,230.0,5070.0,2910.0,920.0,1620.0,100.0,28.0,670.0,14.0
