title,task_normalized,dwa_title,iwa_title,gwa_title,task,title_normalized,soc_code_2010,broad_occ,minor_occ_category,major_occ_category,freq_mean,importance,relevance,physical,a_med_nat_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,auto_aug_mean,pct_normalized,date
Biochemists and Biophysicists,investigate the nature composition or expression of genes or research how genetic engineering can impact these processes,Research genetic characteristics or expression.,Research biological or ecological phenomena.,Getting Information,"Investigate the nature, composition, or expression of genes or research how genetic engineering can impact these processes.",biochemists and biophysicists,19-1021.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.8875765384615385,3.25,60.0,True,103650.0,78260.0,34520.0,370.0,2.238095238095238,0.009104241564124177,2025-03-06
Microbiologists,observe action of microorganisms upon living tissues of plants higher animals and other microorganisms and on dead organic matter,Examine characteristics or behavior of living organisms.,Research biological or ecological phenomena.,Getting Information,"Observe action of microorganisms upon living tissues of plants, higher animals, and other microorganisms, and on dead organic matter.",microbiologists,19-1022.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",1.4209907692307693,3.67,81.82,True,87330.0,67780.0,19760.0,140.0,1.0,0.004973002872215987,2025-03-06
Microbiologists,research use of bacteria and microorganisms to develop vitamins antibiotics amino acids grain alcohol sugars and polymers,Develop new or advanced products or production methods.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,"Research use of bacteria and microorganisms to develop vitamins, antibiotics, amino acids, grain alcohol, sugars, and polymers.",microbiologists,19-1022.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.95032,3.71,63.64,True,87330.0,67780.0,19760.0,140.0,2.973793679038894,0.0007098364576427752,2025-03-06
Microbiologists,investigate the relationship between organisms and disease including the control of epidemics and the effects of antibiotics on microorganisms,Research diseases or parasites.,Research biological or ecological phenomena.,Getting Information,Investigate the relationship between organisms and disease including the control of epidemics and the effects of antibiotics on microorganisms.,microbiologists,19-1022.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",1.1568446153846152,4.11,81.82,True,87330.0,67780.0,19760.0,140.0,1.295652173913043,0.002060222500729882,2025-03-06
Microbiologists,examine physiological morphological and cultural characteristics using microscope to identify and classify microorganisms in human water and food specimens,Classify organisms based on their characteristics or behavior.,Research biological or ecological phenomena.,Getting Information,"Examine physiological, morphological, and cultural characteristics, using microscope, to identify and classify microorganisms in human, water, and food specimens.",microbiologists,19-1022.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",3.900164615384616,4.26,86.36,True,87330.0,67780.0,19760.0,140.0,2.4642857142857144,0.01640947664730184,2025-03-06
Microbiologists,examine physiological morphological and cultural characteristics using microscope to identify and classify microorganisms in human water and food specimens,Analyze biological samples.,Analyze biological or chemical substances or related data.,Analyzing Data or Information,"Examine physiological, morphological, and cultural characteristics, using microscope, to identify and classify microorganisms in human, water, and food specimens.",microbiologists,19-1022.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",3.900164615384616,4.26,86.36,True,87330.0,67780.0,19760.0,140.0,2.4642857142857144,0.01640947664730184,2025-03-06
Microbiologists,prepare technical reports and recommendations based upon research outcomes,Prepare scientific or technical reports or presentations.,Present research or technical information.,Documenting/Recording Information,Prepare technical reports and recommendations based upon research outcomes.,microbiologists,19-1022.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.5523076923076923,4.05,90.91,False,87330.0,67780.0,19760.0,140.0,3.1616161616161618,0.025234685418670123,2025-03-06
Biologists,collect and analyze biological data about relationships among and between organisms and their environment,Conduct research of processes in natural or industrial ecosystems.,Research biological or ecological phenomena.,Getting Information,Collect and analyze biological data about relationships among and between organisms and their environment.,biologists,19-1020.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.4890407692307692,3.89,67.94,True,93330.0,89860.0,14927.5,510.0,1.8676904640148408,0.0011357383322284492,2025-03-06
Geneticists,plan or conduct basic genomic and biological research related to areas such as regulation of gene expression protein interactions metabolic networks and nucleic acid or protein complexes,Plan biological research.,Develop research plans or methodologies.,Thinking Creatively,"Plan or conduct basic genomic and biological research related to areas such as regulation of gene expression, protein interactions, metabolic networks, and nucleic acid or protein complexes.",geneticists,19-1029.03,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.8355584615384615,4.38,96.0,True,93330.0,89860.0,9599.0,328.0,2.2787534751249385,0.004737144841253164,2025-03-06
Biologists,teach or supervise students and perform research at universities and colleges,Instruct college students in physical or life sciences.,Teach academic or vocational subjects.,Training and Teaching Others,Teach or supervise students and perform research at universities and colleges.,biologists,19-1020.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",2.0504292307692307,3.62,75.14,True,93330.0,89860.0,14927.5,510.0,1.0,0.005304636946575042,2025-03-06
Animal Scientists,research and control animal selection and breeding practices to increase production efficiency and improve animal quality,Research livestock management methods.,Research agricultural processes or practices.,Getting Information,Research and control animal selection and breeding practices to increase production efficiency and improve animal quality.,animal scientists,19-1011.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.5711538461538461,3.67,69.57,False,79120.0,79120.0,2470.0,27.0,2.6374269005847952,0.001965577639710848,2025-03-06
Food Scientists and Technologists,evaluate food processing and storage operations and assist in the development of quality assurance programs for such operations,Evaluate new technologies or methods.,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Things, Services, or People",Evaluate food processing and storage operations and assist in the development of quality assurance programs for such operations.,food scientists and technologists,19-1012.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.4969246153846154,3.73,100.0,False,85310.0,69170.0,14370.0,130.0,1.0,0.00465367073147479,2025-03-06
Food Scientists and Technologists,develop new or improved ways of preserving processing packaging storing and delivering foods using knowledge of chemistry microbiology and other sciences,Research methods to improve food products.,Research technology designs or applications.,Getting Information,"Develop new or improved ways of preserving, processing, packaging, storing, and delivering foods, using knowledge of chemistry, microbiology, and other sciences.",food scientists and technologists,19-1012.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.5204157692307692,3.76,95.45,True,85310.0,69170.0,14370.0,130.0,2.3115580960884827,0.0008518037491713483,2025-03-06
Food Scientists and Technologists,stay uptodate on new regulations and current events regarding food science by reviewing scientific literature,Review professional literature to maintain professional knowledge.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,Stay up-to-date on new regulations and current events regarding food science by reviewing scientific literature.,food scientists and technologists,19-1012.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.778729,3.906,98.635,False,85310.0,69170.0,14370.0,130.0,2.428571428571429,0.004734505415706397,2025-03-06
Food Scientists and Technologists,test new products for flavor texture color nutritional content and adherence to government and industry standards,Test quality of materials or finished products.,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Material","Test new products for flavor, texture, color, nutritional content, and adherence to government and industry standards.",food scientists and technologists,19-1012.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.8199692307692308,3.91,100.0,True,85310.0,69170.0,14370.0,130.0,1.0,0.0035283490289021702,2025-03-06
Food Scientists and Technologists,study the structure and composition of food or the changes foods undergo in storage and processing,Research methods to improve food products.,Research technology designs or applications.,Getting Information,Study the structure and composition of food or the changes foods undergo in storage and processing.,food scientists and technologists,19-1012.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.6813461538461538,4.0,100.0,True,85310.0,69170.0,14370.0,130.0,1.858195211786372,0.04830281459102711,2025-03-06
Food Scientists and Technologists,study methods to improve aspects of foods such as chemical composition flavor color texture nutritional value and convenience,Research methods to improve food products.,Research technology designs or applications.,Getting Information,"Study methods to improve aspects of foods, such as chemical composition, flavor, color, texture, nutritional value, and convenience.",food scientists and technologists,19-1012.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",1.246375,4.18,100.0,False,85310.0,69170.0,14370.0,130.0,2.2987012987012987,0.008252814875745198,2025-03-06
Soil and Plant Scientists,conduct research to determine best methods of planting spraying cultivating harvesting storing processing or transporting horticultural products,Research crop management methods.,Research agricultural processes or practices.,Getting Information,"Conduct research to determine best methods of planting, spraying, cultivating, harvesting, storing, processing, or transporting horticultural products.",soil and plant scientists,19-1013.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.3870192307692308,3.5,76.19,True,71410.0,72550.0,16600.0,70.0,4.017543859649123,0.007648794030362069,2025-03-06
Soil and Plant Scientists,communicate research or project results to other professionals or the public or teach related courses seminars or workshops,Prepare scientific or technical reports or presentations.,Present research or technical information.,Documenting/Recording Information,"Communicate research or project results to other professionals or the public or teach related courses, seminars, or workshops.",soil and plant scientists,19-1013.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",1.054873846153846,4.24,100.0,False,71410.0,72550.0,16600.0,70.0,1.4490161001788908,0.10085913308855647,2025-03-06
Soil and Plant Scientists,research technical requirements or environmental impacts of urban green spaces such as green roof installations,Research impacts of environmental conservation initiatives.,Investigate the environmental impact of industrial or development activities.,Getting Information,"Research technical requirements or environmental impacts of urban green spaces, such as green roof installations.",soil and plant scientists,19-1013.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.1576480769230769,3.0,61.9,False,71410.0,72550.0,16600.0,70.0,2.4423852957435046,0.0018236103481822751,2025-03-06
Soil and Plant Scientists,develop new or improved methods or products for controlling or eliminating weeds crop diseases or insect pests,Develop agricultural methods.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,"Develop new or improved methods or products for controlling or eliminating weeds, crop diseases, or insect pests.",soil and plant scientists,19-1013.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.8867788461538462,3.56,76.19,True,71410.0,72550.0,16600.0,70.0,2.973793679038894,0.0009937710406999214,2025-03-06
Soil and Plant Scientists,identify or classify species of insects or allied forms such as mites or spiders,Classify organisms based on their characteristics or behavior.,Research biological or ecological phenomena.,Getting Information,"Identify or classify species of insects or allied forms, such as mites or spiders.",soil and plant scientists,19-1013.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.1769230769230769,2.67,42.86,True,71410.0,72550.0,16600.0,70.0,1.0,0.004593292245762653,2025-03-06
Soil and Plant Scientists,provide information or recommendations to farmers or other landowners regarding ways in which they can best use land promote plant growth or avoid or correct problems such as erosion,Advise others about land management or conservation.,Advise others on environmental sustainability or green practices.,Provide Consultation and Advice to Others,"Provide information or recommendations to farmers or other landowners regarding ways in which they can best use land, promote plant growth, or avoid or correct problems such as erosion.",soil and plant scientists,19-1013.00,Agricultural and Food Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.96,4.05,95.24,False,71410.0,72550.0,16600.0,70.0,3.0,0.0058859392286842995,2025-03-06
Biologists,study reactions of plants animals and marine species to parasites,Research diseases or parasites.,Research biological or ecological phenomena.,Getting Information,"Study reactions of plants, animals, and marine species to parasites.",biologists,19-1020.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.070601923076923,2.67,25.26,True,93330.0,89860.0,14927.5,510.0,1.0,0.0031736193304769673,2025-03-06
Biologists,prepare requests for proposals or statements of work,Prepare proposal documents or grant applications.,Prepare proposals or grant applications.,Documenting/Recording Information,Prepare requests for proposals or statements of work.,biologists,19-1020.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.0805996153846153,3.61,91.51,False,93330.0,89860.0,14927.5,510.0,3.853626444624034,0.0018590079058663262,2025-03-06
Biologists,cultivate breed and grow aquatic life such as lobsters clams or fish,Care for plants or animals.,Care for plants or animals.,Assisting and Caring for Others,"Cultivate, breed, and grow aquatic life, such as lobsters, clams, or fish.",biologists,19-1020.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.7097417216117217,3.681428571428572,65.5,True,93330.0,89860.0,14927.5,510.0,1.753861197803229,0.0009464486101903819,2025-03-06
Microbiologists,conduct chemical analyses of substances such as acids alcohols and enzymes,Analyze chemical compounds or substances.,Analyze biological or chemical substances or related data.,Analyzing Data or Information,"Conduct chemical analyses of substances such as acids, alcohols, and enzymes.",microbiologists,19-1022.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",1.2458226923076925,3.33,81.82,True,87330.0,67780.0,19760.0,140.0,1.8307692307692305,0.008828461245968599,2025-03-06
Microbiologists,study the structure and function of human animal and plant tissues cells pathogens and toxins,Research microbiological or chemical processes or structures.,Research biological or ecological phenomena.,Getting Information,"Study the structure and function of human, animal and plant tissues, cells, pathogens and toxins.",microbiologists,19-1022.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.6661738461538461,3.53,77.27,True,87330.0,67780.0,19760.0,140.0,1.0,0.005386602813183802,2025-03-06
Zoologists and Wildlife Biologists,inform and respond to public regarding wildlife and conservation issues such as plant identification hunting ordinances and nuisance wildlife,Communicate with the public on environmental issues.,Communicate environmental or sustainability information.,"Communicating with Supervisors, Peers, or Subordinates","Inform and respond to public regarding wildlife and conservation issues, such as plant identification, hunting ordinances, and nuisance wildlife.",zoologists and wildlife biologists,19-1023.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.9123423076923076,3.75,96.95,False,72860.0,69990.0,16920.0,350.0,1.0,0.0012777056237570222,2025-03-06
Zoologists and Wildlife Biologists,prepare collections of preserved specimens or microscopic slides for species identification and study of development or disease,Prepare biological samples for testing or analysis.,Prepare specimens or materials for testing.,Handling and Moving Objects,Prepare collections of preserved specimens or microscopic slides for species identification and study of development or disease.,zoologists and wildlife biologists,19-1023.00,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.1592415384615384,3.08,26.46,True,72860.0,69990.0,16920.0,350.0,3.1052631578947363,0.0008991261796808878,2025-03-06
Bioinformatics Scientists,communicate research results through conference presentations scientific publications or project reports,Prepare scientific or technical reports or presentations.,Present research or technical information.,Documenting/Recording Information,"Communicate research results through conference presentations, scientific publications, or project reports.",bioinformatics scientists,19-1029.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.2985315384615384,4.28,99.2,False,93330.0,89860.0,25578.0,874.0,1.6135458167330676,0.015869840883816173,2025-03-06
Bioinformatics Scientists,compile data for use in activities such as gene expression profiling genome annotation and structural bioinformatics,Research genetic characteristics or expression.,Research biological or ecological phenomena.,Getting Information,"Compile data for use in activities such as gene expression profiling, genome annotation, and structural bioinformatics.",bioinformatics scientists,19-1029.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.4799366923076923,3.543333333333333,79.176,False,93330.0,89860.0,25578.0,874.0,3.914285714285714,0.004309357662705507,2025-03-06
Bioinformatics Scientists,analyze large molecular datasets such as raw microarray data genomic sequence data and proteomics data for clinical or basic research purposes,Analyze biological samples.,Analyze biological or chemical substances or related data.,Analyzing Data or Information,"Analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",bioinformatics scientists,19-1029.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.4799366923076923,3.543333333333333,79.176,True,93330.0,89860.0,25578.0,874.0,2.73568281938326,0.04384371243268383,2025-03-06
Molecular and Cellular Biologists,perform laboratory procedures following protocols including deoxyribonucleic acid dna sequencing cloning and extraction ribonucleic acid rna purification or gel electrophoresis,Analyze biological samples.,Analyze biological or chemical substances or related data.,Analyzing Data or Information,"Perform laboratory procedures following protocols including deoxyribonucleic acid (DNA) sequencing, cloning and extraction, ribonucleic acid (RNA) purification, or gel electrophoresis.",molecular and cellular biologists,19-1029.02,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",1.344,4.35,100.0,True,93330.0,89860.0,9605.0,328.0,2.599984266834487,0.0029604798627879225,2025-03-06
Molecular and Cellular Biologists,conduct applied research aimed at improvements in areas such as disease testing crop quality pharmaceuticals and the harnessing of microbes to recycle waste,Research crop management methods.,Research agricultural processes or practices.,Getting Information,"Conduct applied research aimed at improvements in areas such as disease testing, crop quality, pharmaceuticals, and the harnessing of microbes to recycle waste.",molecular and cellular biologists,19-1029.02,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.4662680769230769,3.53,76.92,True,93330.0,89860.0,9605.0,328.0,2.894736842105264,0.00415584255914386,2025-03-06
Molecular and Cellular Biologists,instruct undergraduate and graduate students within the areas of cellular or molecular biology,Instruct college students in physical or life sciences.,Teach academic or vocational subjects.,Training and Teaching Others,Instruct undergraduate and graduate students within the areas of cellular or molecular biology.,molecular and cellular biologists,19-1029.02,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",1.312676923076923,4.19,100.0,False,93330.0,89860.0,9605.0,328.0,1.0,0.001892897220380809,2025-03-06
Molecular and Cellular Biologists,prepare reports manuscripts and meeting presentations,Prepare scientific or technical reports or presentations.,Present research or technical information.,Documenting/Recording Information,"Prepare reports, manuscripts, and meeting presentations.",molecular and cellular biologists,19-1029.02,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.6233871538461538,3.7145,93.462,False,93330.0,89860.0,9605.0,328.0,3.534954407294833,0.02187088117203907,2025-03-06
Molecular and Cellular Biologists,evaluate new technologies to enhance or complement current research,Evaluate new technologies or methods.,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Things, Services, or People",Evaluate new technologies to enhance or complement current research.,molecular and cellular biologists,19-1029.02,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.197165,4.08,100.0,False,93330.0,89860.0,9605.0,328.0,2.5491616143798206,0.0009937710406999214,2025-03-06
Molecular and Cellular Biologists,design molecular or cellular laboratory experiments oversee their execution and interpret results,Plan biological research.,Develop research plans or methodologies.,Thinking Creatively,"Design molecular or cellular laboratory experiments, oversee their execution, and interpret results.",molecular and cellular biologists,19-1029.02,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.7455784615384615,4.54,100.0,False,93330.0,89860.0,9605.0,328.0,3.330133928055881,0.0017036074983426965,2025-03-06
Molecular and Cellular Biologists,participate in all levels of bioproduct development including proposing new products performing market analyses designing and performing experiments and collaborating with operations and quality control teams during product launches,Develop new or advanced products or production methods.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,"Participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",molecular and cellular biologists,19-1029.02,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.3365961538461539,3.14,53.85,True,93330.0,89860.0,9605.0,328.0,2.973793679038894,0.004204296172030553,2025-03-06
Geneticists,review approve or interpret genetic laboratory results,Interpret research or operational data.,Analyze data to improve operations.,Analyzing Data or Information,"Review, approve, or interpret genetic laboratory results.",geneticists,19-1029.03,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.6911492307692308,4.32,100.0,False,93330.0,89860.0,9599.0,328.0,1.0,0.005826314864556903,2025-03-06
Geneticists,search scientific literature to select and modify methods and procedures most appropriate for genetic research goals,Review professional literature to maintain professional knowledge.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,Search scientific literature to select and modify methods and procedures most appropriate for genetic research goals.,geneticists,19-1029.03,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.6447876923076923,4.36,100.0,False,93330.0,89860.0,9599.0,328.0,3.322580645161291,0.014280344335165746,2025-03-06
Geneticists,create or use statistical models for the analysis of genetic data,Research genetic characteristics or expression.,Research biological or ecological phenomena.,Getting Information,Create or use statistical models for the analysis of genetic data.,geneticists,19-1029.03,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.3115773076923077,3.52,92.0,False,93330.0,89860.0,9599.0,328.0,2.653136531365314,0.021106699201362336,2025-03-06
Geneticists,evaluate genetic data by performing appropriate mathematical or statistical calculations and analyses,Research genetic characteristics or expression.,Research biological or ecological phenomena.,Getting Information,Evaluate genetic data by performing appropriate mathematical or statistical calculations and analyses.,geneticists,19-1029.03,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.4081380769230769,4.22,96.0,False,93330.0,89860.0,9599.0,328.0,2.185185185185185,0.013357368409833882,2025-03-06
Geneticists,conduct family medical studies to evaluate the genetic basis for traits or diseases,Research genetic characteristics or expression.,Research biological or ecological phenomena.,Getting Information,Conduct family medical studies to evaluate the genetic basis for traits or diseases.,geneticists,19-1029.03,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.2588388461538461,3.13,60.0,False,93330.0,89860.0,9599.0,328.0,2.2787534751249385,0.0009464486101903819,2025-03-06
Geneticists,prepare results of experimental findings for presentation at professional conferences or in scientific journals,Prepare scientific or technical reports or presentations.,Present research or technical information.,Documenting/Recording Information,Prepare results of experimental findings for presentation at professional conferences or in scientific journals.,geneticists,19-1029.03,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.1346211538461538,4.38,100.0,False,93330.0,89860.0,9599.0,328.0,5.0,0.0025095970601741184,2025-03-06
Geneticists,collaborate with biologists and other professionals to conduct appropriate genetic and biochemical analyses,Collaborate on research activities with scientists or technical specialists.,"Assist scientists, scholars, or technical specialists with projects or research.","Communicating with Supervisors, Peers, or Subordinates",Collaborate with biologists and other professionals to conduct appropriate genetic and biochemical analyses.,geneticists,19-1029.03,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.2407707692307692,3.62,100.0,True,93330.0,89860.0,9599.0,328.0,1.0,0.00222415423394745,2025-03-06
Bioinformatics Scientists,create novel computational approaches and analytical tools as required by research goals,Develop software or applications for scientific or technical use.,Design computer or information systems or applications.,Thinking Creatively,Create novel computational approaches and analytical tools as required by research goals.,bioinformatics scientists,19-1029.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.5859738461538462,4.24,76.84,False,93330.0,89860.0,25578.0,874.0,3.0380874769567265,0.0022141146650839437,2025-03-06
Bioinformatics Scientists,manipulate publicly accessible commercial or proprietary genomic proteomic or postgenomic databases,Develop technical or scientific databases.,Design databases.,Thinking Creatively,"Manipulate publicly accessible, commercial, or proprietary genomic, proteomic, or post-genomic databases.",bioinformatics scientists,19-1029.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.9537538461538462,3.71,86.64,False,93330.0,89860.0,25578.0,874.0,2.947368421052632,0.019476149183142003,2025-03-06
Bioinformatics Scientists,consult with researchers to analyze problems recommend technologybased solutions or determine computational strategies,Advise others on the development or use of new technologies.,Advise others on the design or use of technologies.,Provide Consultation and Advice to Others,"Consult with researchers to analyze problems, recommend technology-based solutions, or determine computational strategies.",bioinformatics scientists,19-1029.01,Biological Scientists,Life Scientists,"Life, Physical, and Social Science Occupations",0.9093546153846154,4.22,99.61,False,93330.0,89860.0,25578.0,874.0,2.2,0.021458176425187134,2025-03-06
