task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,broad_occ,minor_occ_category,major_occ_category,date,pct_normalized,auto_aug_mean,physical,freq_mean,importance,relevance,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
"Counsel individuals or groups concerning their spiritual, emotional, or personal needs.",counsel individuals or groups concerning their spiritual emotional or personal needs,Counsel clients or patients regarding personal issues.,Counsel others about personal matters.,Provide Consultation and Advice to Others,Clergy,clergy,21-2011.00,Clergy,Religious Workers,Community and Social Service Occupations,2026-02-12,0.0396896249814459,2.5451895043731776,False,0.8939569230769231,4.38,100.0,E0,E0,60810.0,50180.0,55780.0,61900.0,49070.0,77710.0,63700.0,63470.0,63260.0,64800.0,56940.0,60530.0,61050.0,59570.0,61820.0,59020.0,60630.0,52130.0,58920.0,54140.0,64340.0,61620.0,72190.0,56490.0,61230.0,52450.0,58740.0,59550.0,57520.0,73910.0,65200.0,65500.0,64100.0,58580.0,59600.0,60680.0,59160.0,59110.0,63140.0,58300.0,59660.0,56630.0,59860.0,57260.0,59480.0,60810.0,64950.0,55430.0,80830.0,48460.0,60950.0,61590.0,37460.0,28880.0,60810.0,57200.0,850.0,150.0,1070.0,350.0,7110.0,440.0,900.0,120.0,310.0,3560.0,1380.0,720.0,150.0,2200.0,1060.0,370.0,450.0,410.0,400.0,160.0,670.0,840.0,1880.0,1160.0,250.0,920.0,680.0,270.0,210.0,100.0,1460.0,270.0,7790.0,1430.0,120.0,2020.0,510.0,3850.0,2150.0,230.0,450.0,140.0,710.0,3180.0,634.0,50.0,1220.0,1060.0,290.0,770.0,40.0,30.0,290.0,12.0
Instruct people who seek conversion to a particular faith.,instruct people who seek conversion to a particular faith,Counsel clients or patients regarding personal issues.,Counsel others about personal matters.,Provide Consultation and Advice to Others,Clergy,clergy,21-2011.00,Clergy,Religious Workers,Community and Social Service Occupations,2026-02-12,0.0033343587382786,1.908455835806404,False,0.8107192307692308,4.49,100.0,E1,E0,60810.0,50180.0,55780.0,61900.0,49070.0,77710.0,63700.0,63470.0,63260.0,64800.0,56940.0,60530.0,61050.0,59570.0,61820.0,59020.0,60630.0,52130.0,58920.0,54140.0,64340.0,61620.0,72190.0,56490.0,61230.0,52450.0,58740.0,59550.0,57520.0,73910.0,65200.0,65500.0,64100.0,58580.0,59600.0,60680.0,59160.0,59110.0,63140.0,58300.0,59660.0,56630.0,59860.0,57260.0,59480.0,60810.0,64950.0,55430.0,80830.0,48460.0,60950.0,61590.0,37460.0,28880.0,60810.0,57200.0,850.0,150.0,1070.0,350.0,7110.0,440.0,900.0,120.0,310.0,3560.0,1380.0,720.0,150.0,2200.0,1060.0,370.0,450.0,410.0,400.0,160.0,670.0,840.0,1880.0,1160.0,250.0,920.0,680.0,270.0,210.0,100.0,1460.0,270.0,7790.0,1430.0,120.0,2020.0,510.0,3850.0,2150.0,230.0,450.0,140.0,710.0,3180.0,634.0,50.0,1220.0,1060.0,290.0,770.0,40.0,30.0,290.0,12.0
"Organize or engage in interfaith, community, civic, educational, or recreational activities sponsored by or related to religious programs.",organize or engage in interfaith community civic educational or recreational activities sponsored by or related to religious programs,"Plan conferences, programs, or special events.",Plan events or programs.,"Organizing, Planning, and Prioritizing Work",Clergy,clergy,21-2011.00,Clergy,Religious Workers,Community and Social Service Occupations,2026-02-12,0.0040872784533738,4.081081081081081,False,0.4933246153846153,3.56,98.66,E0,E0,60810.0,50180.0,55780.0,61900.0,49070.0,77710.0,63700.0,63470.0,63260.0,64800.0,56940.0,60530.0,61050.0,59570.0,61820.0,59020.0,60630.0,52130.0,58920.0,54140.0,64340.0,61620.0,72190.0,56490.0,61230.0,52450.0,58740.0,59550.0,57520.0,73910.0,65200.0,65500.0,64100.0,58580.0,59600.0,60680.0,59160.0,59110.0,63140.0,58300.0,59660.0,56630.0,59860.0,57260.0,59480.0,60810.0,64950.0,55430.0,80830.0,48460.0,60950.0,61590.0,37460.0,28880.0,60810.0,57200.0,850.0,150.0,1070.0,350.0,7110.0,440.0,900.0,120.0,310.0,3560.0,1380.0,720.0,150.0,2200.0,1060.0,370.0,450.0,410.0,400.0,160.0,670.0,840.0,1880.0,1160.0,250.0,920.0,680.0,270.0,210.0,100.0,1460.0,270.0,7790.0,1430.0,120.0,2020.0,510.0,3850.0,2150.0,230.0,450.0,140.0,710.0,3180.0,634.0,50.0,1220.0,1060.0,290.0,770.0,40.0,30.0,290.0,12.0
"Study and interpret religious laws, doctrines, or traditions.",study and interpret religious laws doctrines or traditions,Interpret cultural or religious information for others.,"Interpret language, cultural, or religious information for others.",Interpreting the Meaning of Information for Others,Clergy,clergy,21-2011.00,Clergy,Religious Workers,Community and Social Service Occupations,2026-02-12,0.0050553180870675,1.0,False,1.4268296153846154,4.2,95.5,E0,E1,60810.0,50180.0,55780.0,61900.0,49070.0,77710.0,63700.0,63470.0,63260.0,64800.0,56940.0,60530.0,61050.0,59570.0,61820.0,59020.0,60630.0,52130.0,58920.0,54140.0,64340.0,61620.0,72190.0,56490.0,61230.0,52450.0,58740.0,59550.0,57520.0,73910.0,65200.0,65500.0,64100.0,58580.0,59600.0,60680.0,59160.0,59110.0,63140.0,58300.0,59660.0,56630.0,59860.0,57260.0,59480.0,60810.0,64950.0,55430.0,80830.0,48460.0,60950.0,61590.0,37460.0,28880.0,60810.0,57200.0,850.0,150.0,1070.0,350.0,7110.0,440.0,900.0,120.0,310.0,3560.0,1380.0,720.0,150.0,2200.0,1060.0,370.0,450.0,410.0,400.0,160.0,670.0,840.0,1880.0,1160.0,250.0,920.0,680.0,270.0,210.0,100.0,1460.0,270.0,7790.0,1430.0,120.0,2020.0,510.0,3850.0,2150.0,230.0,450.0,140.0,710.0,3180.0,634.0,50.0,1220.0,1060.0,290.0,770.0,40.0,30.0,290.0,12.0
"Interpret religious education activities to the public through speaking, leading discussions, or writing articles for local or national publications.",interpret religious education activities to the public through speaking leading discussions or writing articles for local or national publications,Interpret cultural or religious information for others.,"Interpret language, cultural, or religious information for others.",Interpreting the Meaning of Information for Others,"Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0070989573137545,3.9,False,0.1556715384615384,3.17,65.72,E0,E1,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
"Counsel individuals regarding interpersonal, health, financial, or religious problems.",counsel individuals regarding interpersonal health financial or religious problems,Advise clients or community groups on health issues.,Advise others on healthcare or wellness issues.,Provide Consultation and Advice to Others,"Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0243085508016443,2.059701492537313,False,0.2878176923076923,3.97,89.12,E2,E0,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
"Counsel individuals regarding interpersonal, health, financial, or religious problems.",counsel individuals regarding interpersonal health financial or religious problems,Counsel clients regarding interpersonal issues.,Counsel others about personal matters.,Provide Consultation and Advice to Others,"Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0243085508016443,2.059701492537313,False,0.2878176923076923,3.97,89.12,E2,E0,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
"Counsel individuals regarding interpersonal, health, financial, or religious problems.",counsel individuals regarding interpersonal health financial or religious problems,Counsel clients or patients regarding personal issues.,Counsel others about personal matters.,Provide Consultation and Advice to Others,"Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0243085508016443,2.059701492537313,False,0.2878176923076923,3.97,89.12,E2,E0,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
Identify and recruit potential volunteer workers.,identify and recruit potential volunteer workers,,,,"Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0058082378021627,4.12,False,0.3414007692307692,4.16,97.91,E0,E2,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
"Locate and distribute resources, such as periodicals or curricula, to enhance the effectiveness of educational programs.",locate and distribute resources such as periodicals or curricula to enhance the effectiveness of educational programs,Provide educational materials to community members.,"Distribute materials, supplies, or resources.",Monitoring and Controlling Resources,"Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0165642337320939,3.026845637583892,True,0.0770738461538461,3.14,88.46,E1,E2,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
"Schedule special events such as camps, conferences, meetings, seminars, or retreats.",schedule special events such as camps conferences meetings seminars or retreats,"Plan conferences, programs, or special events.",Plan events or programs.,"Organizing, Planning, and Prioritizing Work","Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0069913973544552,3.571428571428571,False,0.0789980769230769,3.97,94.95,E1,E1,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
Develop or direct study courses or religious education programs within congregations.,develop or direct study courses or religious education programs within congregations,Develop educational programs.,"Develop educational programs, plans, or procedures.",Thinking Creatively,"Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0139827947089104,3.983333333333334,False,0.4109984615384615,4.22,90.36,E0,E2,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
Develop or direct study courses or religious education programs within congregations.,develop or direct study courses or religious education programs within congregations,Lead classes or community events.,Teach academic or vocational subjects.,Training and Teaching Others,"Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0139827947089104,3.983333333333334,False,0.4109984615384615,4.22,90.36,E0,E2,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
Plan or conduct conferences dealing with the interpretation of religious ideas or convictions.,plan or conduct conferences dealing with the interpretation of religious ideas or convictions,"Plan conferences, programs, or special events.",Plan events or programs.,"Organizing, Planning, and Prioritizing Work","Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0029041189010813,3.8262548262548255,False,0.026391923076923,2.88,68.56,E0,E0,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
Plan or conduct conferences dealing with the interpretation of religious ideas or convictions.,plan or conduct conferences dealing with the interpretation of religious ideas or convictions,Lead classes or community events.,Teach academic or vocational subjects.,Training and Teaching Others,"Directors, Religious Activities and Education",directors religious activities and education,21-2021.00,"Directors, Religious Activities and Education",Religious Workers,Community and Social Service Occupations,2026-02-12,0.0029041189010813,3.8262548262548255,False,0.026391923076923,2.88,68.56,E0,E0,52100.0,79310.0,52100.0,57140.0,33920.0,61570.0,67760.0,47850.0,52100.0,61870.0,49230.0,72910.0,47590.0,44990.0,53600.0,58490.0,66140.0,45640.0,52230.0,29540.0,52100.0,58820.0,62930.0,45590.0,50110.0,49430.0,52980.0,45220.0,72500.0,62460.0,52100.0,65730.0,48240.0,49990.0,63280.0,52100.0,49340.0,47100.0,45360.0,55510.0,44770.0,36120.0,53360.0,61940.0,75420.0,56790.0,52100.0,59020.0,56480.0,52100.0,40180.0,52100.0,52100.0,52100.0,52100.0,22160.0,90.0,46.0,300.0,140.0,3200.0,100.0,160.0,69.0,170.0,1420.0,320.0,310.0,40.0,863.0,670.0,220.0,140.0,250.0,274.0,91.0,300.0,160.0,950.0,760.0,120.0,60.0,640.0,40.0,90.0,97.0,607.0,60.0,3550.0,260.0,61.0,740.0,110.0,1860.0,1210.0,120.0,170.0,50.0,130.0,330.0,50.0,43.0,380.0,390.0,99.0,130.0,40.0,9.0,133.0,5.0
Examine legal data to determine advisability of defending or prosecuting lawsuit.,examine legal data to determine advisability of defending or prosecuting lawsuit,Research relevant legal materials to aid decision making.,Consult legal materials or public records.,Getting Information,Lawyers,lawyers,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,2026-02-12,0.0030116788603807,3.75821936313328,False,1.2256923076923076,4.21,87.41,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.0,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7020.0,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
Examine legal data to determine advisability of defending or prosecuting lawsuit.,examine legal data to determine advisability of defending or prosecuting lawsuit,Identify implications for cases from legal precedents or other legal information.,"Research laws, precedents, or other legal data.",Analyzing Data or Information,Lawyers,lawyers,23-1011.00,Lawyers and Judicial Law Clerks,"Lawyers, Judges, and Related Workers",Legal Occupations,2026-02-12,0.0030116788603807,3.75821936313328,False,1.2256923076923076,4.21,87.41,E2,E2,159670.0,131970.0,149940.0,134260.0,98880.0,195080.0,168520.0,163600.0,173510.0,195190.0,133180.0,134830.0,124990.0,103400.0,160800.0,126860.0,123550.0,106650.0,101550.0,104100.0,113120.0,139110.0,176680.0,130520.0,155140.0,91690.0,133450.0,103720.0,109170.0,150510.0,120810.0,161430.0,119680.0,207860.0,127710.0,106880.0,131020.0,103060.0,138210.0,157180.0,138960.0,120310.0,102040.0,136180.0,154200.0,132830.0,127310.0,167210.0,154130.0,102420.0,126760.0,100130.0,122930.0,159670.0,118440.0,754500.0,6730.0,1120.0,11640.0,3430.0,95770.0,16720.0,8420.0,2920.0,33070.0,55210.0,23930.0,2270.0,2490.0,33590.0,8970.0,3550.0,4190.0,5770.0,10200.0,2280.0,13810.0,23560.0,16620.0,12380.0,3100.0,11560.0,2380.0,3490.0,6490.0,2250.0,23160.0,3380.0,91870.0,17000.0,1050.0,19950.0,6980.0,7150.0,27170.0,1840.0,7890.0,1360.0,9010.0,56580.0,7020.0,1330.0,18580.0,12770.0,2440.0,9160.0,900.0,180.0,4020.0,150.0
