task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,eloundu_human,eloundu_gpt4,a_med_nat_2025,a_med_al_2025,a_med_ak_2025,a_med_az_2025,a_med_ar_2025,a_med_ca_2025,a_med_co_2025,a_med_ct_2025,a_med_de_2025,a_med_dc_2025,a_med_fl_2025,a_med_ga_2025,a_med_hi_2025,a_med_id_2025,a_med_il_2025,a_med_in_2025,a_med_ia_2025,a_med_ks_2025,a_med_ky_2025,a_med_la_2025,a_med_me_2025,a_med_md_2025,a_med_ma_2025,a_med_mi_2025,a_med_mn_2025,a_med_ms_2025,a_med_mo_2025,a_med_mt_2025,a_med_ne_2025,a_med_nv_2025,a_med_nh_2025,a_med_nj_2025,a_med_nm_2025,a_med_ny_2025,a_med_nc_2025,a_med_nd_2025,a_med_oh_2025,a_med_ok_2025,a_med_or_2025,a_med_pa_2025,a_med_ri_2025,a_med_sc_2025,a_med_sd_2025,a_med_tn_2025,a_med_tx_2025,a_med_ut_2025,a_med_vt_2025,a_med_va_2025,a_med_wa_2025,a_med_wv_2025,a_med_wi_2025,a_med_wy_2025,a_med_gu_2025,a_med_pr_2025,a_med_vi_2025,emp_tot_nat_2025,emp_tot_al_2025,emp_tot_ak_2025,emp_tot_az_2025,emp_tot_ar_2025,emp_tot_ca_2025,emp_tot_co_2025,emp_tot_ct_2025,emp_tot_de_2025,emp_tot_dc_2025,emp_tot_fl_2025,emp_tot_ga_2025,emp_tot_hi_2025,emp_tot_id_2025,emp_tot_il_2025,emp_tot_in_2025,emp_tot_ia_2025,emp_tot_ks_2025,emp_tot_ky_2025,emp_tot_la_2025,emp_tot_me_2025,emp_tot_md_2025,emp_tot_ma_2025,emp_tot_mi_2025,emp_tot_mn_2025,emp_tot_ms_2025,emp_tot_mo_2025,emp_tot_mt_2025,emp_tot_ne_2025,emp_tot_nv_2025,emp_tot_nh_2025,emp_tot_nj_2025,emp_tot_nm_2025,emp_tot_ny_2025,emp_tot_nc_2025,emp_tot_nd_2025,emp_tot_oh_2025,emp_tot_ok_2025,emp_tot_or_2025,emp_tot_pa_2025,emp_tot_ri_2025,emp_tot_sc_2025,emp_tot_sd_2025,emp_tot_tn_2025,emp_tot_tx_2025,emp_tot_ut_2025,emp_tot_vt_2025,emp_tot_va_2025,emp_tot_wa_2025,emp_tot_wv_2025,emp_tot_wi_2025,emp_tot_wy_2025,emp_tot_gu_2025,emp_tot_pr_2025,emp_tot_vi_2025
"Store, retrieve, and manipulate data for analysis of system capabilities and requirements.",store retrieve and manipulate data for analysis of system capabilities and requirements,Prepare data for analysis.,Process digital or online data.,Working with Computers,"Software Developers, Applications",software developers applications,15-1132.00,Software Quality Assurance Analysts and Testers,15-1253,15-1253.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,4.759488084730805,0.1414537551520778,2026-02-12,0.8209848076923076,3.625,91.24,2.066666666666667,E2,E1,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
"Store, retrieve, and manipulate data for analysis of system capabilities and requirements.",store retrieve and manipulate data for analysis of system capabilities and requirements,Analyze design requirements for computer or electronics systems.,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information,Computer Hardware Engineers,computer hardware engineers,17-2061.00,Computer Hardware Engineers,17-2061,17-2061.00,Computer Hardware Engineers,Engineers,Architecture and Engineering Occupations,False,4.759488084730805,0.1414537551520778,2026-02-12,0.5836607692307691,3.66,100.0,1.0,E2,E1,161740.0,136990.0,161740.0,158280.0,120290.0,185180.0,156080.0,161740.0,135690.0,163360.0,134160.0,100210.0,159880.0,131570.0,133220.0,98350.0,125120.0,101750.0,116200.0,83550.0,161740.0,152730.0,167600.0,119670.0,134300.0,78320.0,103980.0,161740.0,134950.0,116530.0,129140.0,142880.0,165350.0,163470.0,134670.0,161740.0,118160.0,95600.0,161740.0,161740.0,119510.0,125110.0,101400.0,130830.0,163860.0,106950.0,161740.0,139030.0,169120.0,161740.0,83670.0,161740.0,161740.0,85660.0,161740.0,76660.0,680.0,159.0,3110.0,160.0,19820.0,2660.0,340.0,30.0,210.0,3290.0,650.0,90.0,920.0,1420.0,320.0,130.0,220.0,500.0,270.0,314.0,1720.0,3150.0,1420.0,770.0,150.0,900.0,251.0,80.0,160.0,310.0,580.0,5260.0,3020.0,1340.0,210.0,580.0,180.0,963.0,1610.0,390.0,690.0,160.0,1606.0,7390.0,430.0,130.0,1720.0,1800.0,140.0,270.0,137.0,33.0,370.0,16.0
"Consult with customers or other departments on project status, proposals, or technical issues, such as software system design or maintenance.",consult with customers or other departments on project status proposals or technical issues such as software system design or maintenance,Provide technical support for software maintenance or use.,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others,"Software Developers, Applications",software developers applications,15-1132.00,Software Developers,15-1252,15-1252.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,4.377883779082409,0.0263953746856351,2026-02-12,0.489103076923077,3.37,91.3,2.0,E1,E2,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
"Document software defects, using a bug tracking system, and report defects to software developers.",document software defects using a bug tracking system and report defects to software developers,Compile technical information or documentation.,"Compile records, documentation, or other data.",Processing Information,"Software Developers, Applications",software developers applications,15-1132.00,Software Quality Assurance Analysts and Testers,15-1253,15-1253.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,4.237840353735164,0.4262089136859889,2026-02-12,3.629573076923077,4.68,100.0,2.066666666666667,E2,E1,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
"Document software defects, using a bug tracking system, and report defects to software developers.",document software defects using a bug tracking system and report defects to software developers,Report maintenance or equipment problems to appropriate personnel.,Notify others of emergencies or problems.,"Communicating with Supervisors, Peers, or Subordinates","Software Developers, Applications",software developers applications,15-1132.00,Software Quality Assurance Analysts and Testers,15-1253,15-1253.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,4.237840353735164,0.4262089136859889,2026-02-12,3.629573076923077,4.68,100.0,2.066666666666667,E2,E1,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
Provide feedback and recommendations to developers on software usability and functionality.,provide feedback and recommendations to developers on software usability and functionality,Recommend changes to improve computer or information systems.,Advise others on the design or use of technologies.,Providing Consultation and Advice to Others,"Software Developers, Applications",software developers applications,15-1132.00,Software Quality Assurance Analysts and Testers,15-1253,15-1253.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,3.938844260171029,0.4975548961724361,2026-02-12,1.841773846153846,4.27,97.06,2.066666666666667,E1,E1,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
Test system modifications to prepare for implementation.,test system modifications to prepare for implementation,Test computer system operations to ensure proper functioning.,Test performance of computer or information systems.,"Inspecting Equipment, Structures, or Materials","Software Developers, Applications",software developers applications,15-1132.00,Software Quality Assurance Analysts and Testers,15-1253,15-1253.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,5.0,0.1060461140562054,2026-02-12,1.046165769230769,4.21,97.06,2.066666666666667,E0,E1,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
Create or maintain databases of known test defects.,create or maintain databases of known test defects,Create databases to store electronic data.,Design databases.,Thinking Creatively,"Software Developers, Applications",software developers applications,15-1132.00,Software Quality Assurance Analysts and Testers,15-1253,15-1253.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,2.957446808510639,0.0021106763572977,2026-02-12,1.73798,4.15,100.0,2.066666666666667,E2,E1,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
Monitor bug resolution efforts and track successes.,monitor bug resolution efforts and track successes,Monitor computer system performance to ensure proper operation.,Monitor operation of computer or information technologies.,"Monitoring Processes, Materials, or Surroundings","Software Developers, Applications",software developers applications,15-1132.00,Software Quality Assurance Analysts and Testers,15-1253,15-1253.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,4.75177304964539,0.0564047665114609,2026-02-12,1.240736923076923,4.12,100.0,2.066666666666667,E2,E1,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
Monitor bug resolution efforts and track successes.,monitor bug resolution efforts and track successes,Document operational activities.,Maintain operational records.,Documenting/Recording Information,"Software Developers, Applications",software developers applications,15-1132.00,Software Quality Assurance Analysts and Testers,15-1253,15-1253.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,4.75177304964539,0.0564047665114609,2026-02-12,1.240736923076923,4.12,100.0,2.066666666666667,E2,E1,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
Update automated test scripts to ensure currency.,update automated test scripts to ensure currency,Develop testing routines or procedures.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,"Software Developers, Applications",software developers applications,15-1132.00,Software Quality Assurance Analysts and Testers,15-1253,15-1253.00,"Software and Web Developers, Programmers, and Testers",Computer Occupations,Computer and Mathematical Occupations,False,5.0,0.0417572127722582,2026-02-12,1.0546461538461538,4.09,94.12,2.066666666666667,E1,E1,115758.72340425532,109110.21276595745,115758.72340425532,111153.82978723403,111682.80217292892,145258.93617021278,129007.02127659574,110898.72340425532,115811.48936170212,115471.48936170212,111339.5744680851,113156.8085106383,110565.5319148936,121484.9298325034,114748.29787234042,93856.17021276597,98102.7659574468,101337.02127659574,89918.51063829787,79827.65957446808,99458.29787234042,121075.74468085106,137763.1914893617,108431.70212765958,111954.25531914894,85474.68085106384,100211.48936170212,110462.34042553192,102672.34042553192,120479.39791760978,118898.72340425532,125427.2340425532,119451.91489361702,137494.89361702127,112803.6170212766,91761.70212765958,103819.78723404255,92312.7659574468,120839.1489361702,105154.25531914894,112207.02127659574,109056.3829787234,78316.3829787234,102393.82978723403,112809.5744680851,98995.10638297872,94194.89361702128,126968.51063829788,142246.3829787234,83531.91489361702,101430.21276595745,115545.7808963332,115758.72340425532,68088.51063829787,115758.72340425532,729709.1489361702,7435.106382978723,1160.6382978723404,16245.744680851063,6067.234042553191,120551.70212765958,18930.63829787234,5681.276595744681,1554.4680851063831,2698.723404255319,38377.2340425532,22514.89361702128,2445.7446808510635,2437.234042553192,24535.53191489361,6138.510638297873,3908.085106382978,5639.574468085106,3338.723404255319,1762.978723404255,1258.085106382979,15092.553191489362,21668.72340425532,17940.85106382979,14660.212765957447,903.4042553191488,9111.489361702128,877.0212765957447,3417.446808510638,2445.531914893617,4412.340425531915,22833.829787234044,1719.5744680851064,47733.404255319154,26823.191489361703,652.1276595744681,19009.14893617021,3522.553191489362,9070.425531914894,23117.87234042553,2089.148936170213,5895.957446808511,1001.2765957446808,7859.787234042554,71780.0,13212.340425531916,737.8723404255319,38416.17021276596,43800.21276595745,1207.4468085106382,10285.31914893617,1381.7021276595744,310.0,902.9787234042552,150.0
