task,task_normalized,dwa_title,iwa_title,gwa_title,title,title_normalized,soc_code_2010,title_current,soc_code_2019,soc_code_2019_full,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,task_prop,eloundu_human,eloundu_gpt4,a_med_nat_2024,a_med_al_2024,a_med_ak_2024,a_med_az_2024,a_med_ar_2024,a_med_ca_2024,a_med_co_2024,a_med_ct_2024,a_med_de_2024,a_med_dc_2024,a_med_fl_2024,a_med_ga_2024,a_med_hi_2024,a_med_id_2024,a_med_il_2024,a_med_in_2024,a_med_ia_2024,a_med_ks_2024,a_med_ky_2024,a_med_la_2024,a_med_me_2024,a_med_md_2024,a_med_ma_2024,a_med_mi_2024,a_med_mn_2024,a_med_ms_2024,a_med_mo_2024,a_med_mt_2024,a_med_ne_2024,a_med_nv_2024,a_med_nh_2024,a_med_nj_2024,a_med_nm_2024,a_med_ny_2024,a_med_nc_2024,a_med_nd_2024,a_med_oh_2024,a_med_ok_2024,a_med_or_2024,a_med_pa_2024,a_med_ri_2024,a_med_sc_2024,a_med_sd_2024,a_med_tn_2024,a_med_tx_2024,a_med_ut_2024,a_med_vt_2024,a_med_va_2024,a_med_wa_2024,a_med_wv_2024,a_med_wi_2024,a_med_wy_2024,a_med_gu_2024,a_med_pr_2024,a_med_vi_2024,emp_tot_nat_2024,emp_tot_al_2024,emp_tot_ak_2024,emp_tot_az_2024,emp_tot_ar_2024,emp_tot_ca_2024,emp_tot_co_2024,emp_tot_ct_2024,emp_tot_de_2024,emp_tot_dc_2024,emp_tot_fl_2024,emp_tot_ga_2024,emp_tot_hi_2024,emp_tot_id_2024,emp_tot_il_2024,emp_tot_in_2024,emp_tot_ia_2024,emp_tot_ks_2024,emp_tot_ky_2024,emp_tot_la_2024,emp_tot_me_2024,emp_tot_md_2024,emp_tot_ma_2024,emp_tot_mi_2024,emp_tot_mn_2024,emp_tot_ms_2024,emp_tot_mo_2024,emp_tot_mt_2024,emp_tot_ne_2024,emp_tot_nv_2024,emp_tot_nh_2024,emp_tot_nj_2024,emp_tot_nm_2024,emp_tot_ny_2024,emp_tot_nc_2024,emp_tot_nd_2024,emp_tot_oh_2024,emp_tot_ok_2024,emp_tot_or_2024,emp_tot_pa_2024,emp_tot_ri_2024,emp_tot_sc_2024,emp_tot_sd_2024,emp_tot_tn_2024,emp_tot_tx_2024,emp_tot_ut_2024,emp_tot_vt_2024,emp_tot_va_2024,emp_tot_wa_2024,emp_tot_wv_2024,emp_tot_wi_2024,emp_tot_wy_2024,emp_tot_gu_2024,emp_tot_pr_2024,emp_tot_vi_2024
Create specialty dishes and develop recipes to be used in dining facilities.,create specialty dishes and develop recipes to be used in dining facilities,Create new recipes or food presentations.,Develop recipes or menus.,Thinking Creatively,Food Service Managers,food service managers,11-9051.00,Food Service Managers,11-9051,11-9051.00,Food Service Managers,Other Management Occupations,Management Occupations,True,2.33,0.0028315710736137,2025-04-24,0.6537076923076923,3.8,51.46,1.0,E1,E1,65310.0,59920.0,82300.0,63310.0,53880.0,75140.0,82270.0,76860.0,76210.0,80040.0,63650.0,63980.0,82380.0,62480.0,65130.0,61930.0,65600.0,62490.0,60340.0,62170.0,64410.0,67290.0,85940.0,61400.0,76780.0,51430.0,61220.0,63370.0,60600.0,60740.0,75190.0,79370.0,62860.0,80170.0,65770.0,64940.0,60650.0,63930.0,63600.0,62250.0,82300.0,63080.0,60600.0,61000.0,62610.0,57450.0,72740.0,67910.0,92290.0,50920.0,56510.0,60570.0,43220.0,38650.0,77770.0,244230.0,5090.0,430.0,5010.0,2040.0,38960.0,1850.0,1620.0,580.0,1260.0,21960.0,7240.0,1240.0,330.0,12320.0,5270.0,1430.0,1620.0,1550.0,1740.0,1150.0,4321.0,3920.0,9490.0,670.0,2370.0,1830.0,910.0,1770.0,4000.0,740.0,5100.0,1620.0,12260.0,7970.000000000001,850.0,11420.0,2310.0,4310.0,7910.0,860.0,4360.0,1200.0,5400.0,20080.0,2020.0,650.0,4380.0,1870.0,1250.0,5880.0,600.0,100.0,1200.0,160.0
Create specialty dishes and develop recipes to be used in dining facilities.,create specialty dishes and develop recipes to be used in dining facilities,Plan menu options.,Develop recipes or menus.,Thinking Creatively,Food Service Managers,food service managers,11-9051.00,Food Service Managers,11-9051,11-9051.00,Food Service Managers,Other Management Occupations,Management Occupations,True,2.33,0.0028315710736137,2025-04-24,0.6537076923076923,3.8,51.46,1.0,E1,E1,65310.0,59920.0,82300.0,63310.0,53880.0,75140.0,82270.0,76860.0,76210.0,80040.0,63650.0,63980.0,82380.0,62480.0,65130.0,61930.0,65600.0,62490.0,60340.0,62170.0,64410.0,67290.0,85940.0,61400.0,76780.0,51430.0,61220.0,63370.0,60600.0,60740.0,75190.0,79370.0,62860.0,80170.0,65770.0,64940.0,60650.0,63930.0,63600.0,62250.0,82300.0,63080.0,60600.0,61000.0,62610.0,57450.0,72740.0,67910.0,92290.0,50920.0,56510.0,60570.0,43220.0,38650.0,77770.0,244230.0,5090.0,430.0,5010.0,2040.0,38960.0,1850.0,1620.0,580.0,1260.0,21960.0,7240.0,1240.0,330.0,12320.0,5270.0,1430.0,1620.0,1550.0,1740.0,1150.0,4321.0,3920.0,9490.0,670.0,2370.0,1830.0,910.0,1770.0,4000.0,740.0,5100.0,1620.0,12260.0,7970.000000000001,850.0,11420.0,2310.0,4310.0,7910.0,860.0,4360.0,1200.0,5400.0,20080.0,2020.0,650.0,4380.0,1870.0,1250.0,5880.0,600.0,100.0,1200.0,160.0
"Schedule use of facilities or catering services for events such as banquets or receptions, and negotiate details of arrangements with clients.",schedule use of facilities or catering services for events such as banquets or receptions and negotiate details of arrangements with clients,Schedule activities or facility use.,Prepare schedules for services or facilities.,Scheduling Work and Activities,Food Service Managers,food service managers,11-9051.00,Food Service Managers,11-9051,11-9051.00,Food Service Managers,Other Management Occupations,Management Occupations,False,3.67,0.0479007439952996,2025-04-24,0.7128576923076924,3.44,54.31,1.0,E2,E2,65310.0,59920.0,82300.0,63310.0,53880.0,75140.0,82270.0,76860.0,76210.0,80040.0,63650.0,63980.0,82380.0,62480.0,65130.0,61930.0,65600.0,62490.0,60340.0,62170.0,64410.0,67290.0,85940.0,61400.0,76780.0,51430.0,61220.0,63370.0,60600.0,60740.0,75190.0,79370.0,62860.0,80170.0,65770.0,64940.0,60650.0,63930.0,63600.0,62250.0,82300.0,63080.0,60600.0,61000.0,62610.0,57450.0,72740.0,67910.0,92290.0,50920.0,56510.0,60570.0,43220.0,38650.0,77770.0,244230.0,5090.0,430.0,5010.0,2040.0,38960.0,1850.0,1620.0,580.0,1260.0,21960.0,7240.0,1240.0,330.0,12320.0,5270.0,1430.0,1620.0,1550.0,1740.0,1150.0,4321.0,3920.0,9490.0,670.0,2370.0,1830.0,910.0,1770.0,4000.0,740.0,5100.0,1620.0,12260.0,7970.000000000001,850.0,11420.0,2310.0,4310.0,7910.0,860.0,4360.0,1200.0,5400.0,20080.0,2020.0,650.0,4380.0,1870.0,1250.0,5880.0,600.0,100.0,1200.0,160.0
"Schedule use of facilities or catering services for events such as banquets or receptions, and negotiate details of arrangements with clients.",schedule use of facilities or catering services for events such as banquets or receptions and negotiate details of arrangements with clients,Negotiate sales or lease agreements for products or services.,Negotiate contracts or agreements.,Resolving Conflicts and Negotiating with Others,Food Service Managers,food service managers,11-9051.00,Food Service Managers,11-9051,11-9051.00,Food Service Managers,Other Management Occupations,Management Occupations,False,3.67,0.0479007439952996,2025-04-24,0.7128576923076924,3.44,54.31,1.0,E2,E2,65310.0,59920.0,82300.0,63310.0,53880.0,75140.0,82270.0,76860.0,76210.0,80040.0,63650.0,63980.0,82380.0,62480.0,65130.0,61930.0,65600.0,62490.0,60340.0,62170.0,64410.0,67290.0,85940.0,61400.0,76780.0,51430.0,61220.0,63370.0,60600.0,60740.0,75190.0,79370.0,62860.0,80170.0,65770.0,64940.0,60650.0,63930.0,63600.0,62250.0,82300.0,63080.0,60600.0,61000.0,62610.0,57450.0,72740.0,67910.0,92290.0,50920.0,56510.0,60570.0,43220.0,38650.0,77770.0,244230.0,5090.0,430.0,5010.0,2040.0,38960.0,1850.0,1620.0,580.0,1260.0,21960.0,7240.0,1240.0,330.0,12320.0,5270.0,1430.0,1620.0,1550.0,1740.0,1150.0,4321.0,3920.0,9490.0,670.0,2370.0,1830.0,910.0,1770.0,4000.0,740.0,5100.0,1620.0,12260.0,7970.000000000001,850.0,11420.0,2310.0,4310.0,7910.0,860.0,4360.0,1200.0,5400.0,20080.0,2020.0,650.0,4380.0,1870.0,1250.0,5880.0,600.0,100.0,1200.0,160.0
Track supplies of money to tables and perform any required paperwork.,track supplies of money to tables and perform any required paperwork,Monitor flow of cash or other resources.,Monitor financial data or activities.,"Monitoring Processes, Materials, or Surroundings",Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,True,1.0,0.0009438570245379,2025-04-24,3.1913761538461536,4.37,71.66,1.0,E2,E1,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
Prepare work schedules and station arrangements and keep attendance records.,prepare work schedules and station arrangements and keep attendance records,Maintain personnel records.,Maintain operational records.,Documenting/Recording Information,Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,False,2.33,0.0018877140490758,2025-04-24,1.3159153846153846,4.29,86.93,1.0,E2,E1,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
Prepare work schedules and station arrangements and keep attendance records.,prepare work schedules and station arrangements and keep attendance records,Prepare staff schedules or work assignments.,Assign work to others.,"Guiding, Directing, and Motivating Subordinates",Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,False,2.33,0.0018877140490758,2025-04-24,1.3159153846153846,4.29,86.93,1.0,E2,E1,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
"Monitor staffing levels to ensure that games and tables are adequately staffed for each shift, arranging for staff rotations and breaks and locating substitute employees as necessary.",monitor staffing levels to ensure that games and tables are adequately staffed for each shift arranging for staff rotations and breaks and locating substitute employees as necessary,Monitor resources.,Monitor resources or inventories.,Monitoring and Controlling Resources,Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,False,1.27,0.0132139983435309,2025-04-24,2.6532846153846155,4.27,100.0,1.0,E0,E2,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
Train new workers or evaluate their performance.,train new workers or evaluate their performance,Evaluate employee performance.,Evaluate personnel capabilities or performance.,"Judging the Qualities of Objects, Services, or People",Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,False,2.78,0.0028315710736137,2025-04-24,0.9390434615384616,4.23,95.22,1.0,E0,E2,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
Train new workers or evaluate their performance.,train new workers or evaluate their performance,Conduct employee training programs.,Train others on operational or work procedures.,Training and Teaching Others,Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,False,2.78,0.0028315710736137,2025-04-24,0.9390434615384616,4.23,95.22,1.0,E0,E2,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
Market or promote the casino to bring in business.,market or promote the casino to bring in business,"Promote products, services, or programs.","Promote products, services, or programs.",Selling or Influencing Others,Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,False,2.6,0.0207648545398343,2025-04-24,1.313086923076923,4.18,81.68,1.0,E1,E2,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
Direct the compilation of summary sheets that show wager amounts and payoffs for races or events.,direct the compilation of summary sheets that show wager amounts and payoffs for races or events,Compile operational data.,"Compile records, documentation, or other data.",Processing Information,Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,False,1.0,0.0009438570245379,2025-04-24,1.6989553846153844,4.27,35.77,1.0,E2,E1,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
"Record, collect, or pay off bets, issuing receipts as necessary.",record collect or pay off bets issuing receipts as necessary,Collect payments for goods or services.,Collect fares or payments.,Monitoring and Controlling Resources,Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,True,2.07,0.0188771404907584,2025-04-24,2.068736923076923,4.18,55.61,1.0,E0,E0,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
Notify board attendants of table vacancies so that waiting patrons can play.,notify board attendants of table vacancies so that waiting patrons can play,Signal others to coordinate work activities.,Signal others to coordinate work activities.,"Communicating with Supervisors, Peers, or Subordinates",Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,False,1.0,0.0018877140490758,2025-04-24,2.7423053846153844,4.1,25.09,1.0,E1,E0,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
Monitor credit extended to players.,monitor credit extended to players,Monitor resources.,Monitor resources or inventories.,Monitoring and Controlling Resources,Gaming Managers,gaming managers,11-9071.00,Gambling Managers,11-9071,11-9071.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,False,1.0,0.0103824272699171,2025-04-24,1.468992692307692,3.92,29.41,1.0,E0,E2,85580.0,85580.0,85580.0,80460.0,85580.0,102810.0,85580.0,85580.0,85580.0,85580.0,84450.0,85580.0,85580.0,85580.0,75990.0,91390.0,77070.0,81830.0,65520.0,83750.0,85580.0,102630.0,97720.0,98020.0,79390.0,78340.0,75950.0,85580.0,85580.0,87800.0,85580.0,106140.0,99810.0,94150.0,85580.0,85580.0,77680.0,68860.0,101780.0,84440.0,85580.0,85580.0,74500.0,85580.0,85580.0,85580.0,85580.0,85580.0,121800.0,85580.0,107700.0,85580.0,85580.0,61120.0,85580.0,4620.0,62.0,10.0,200.0,38.0,640.0,86.0,50.0,14.0,21.000000000000004,292.0,145.0,18.0,25.0,230.0,70.0,110.0,40.0,40.0,180.0,19.0,130.0,40.0,130.0,86.99999999999999,170.0,70.0,15.0,30.0,760.0,20.0,150.0,60.0,140.0,146.0,13.0,80.0,260.0,40.0,160.0,15.0,68.0,30.0,97.0,412.00000000000006,51.0,9.0,121.0,120.0,21.000000000000004,30.0,8.0,2.0,70.0,1.0
"Plan, organize, or lead group activities for customers, such as exercise routines, athletic events, or arts and crafts.",plan organize or lead group activities for customers such as exercise routines athletic events or arts and crafts,Plan community programs or activities for the general public.,Plan events or programs.,"Organizing, Planning, and Prioritizing Work","Managers, All Other",managers all other,11-9199.00,"Entertainment and Recreation Managers, Except Gambling",11-9072,11-9072.00,Entertainment and Recreation Managers,Other Management Occupations,Management Occupations,True,2.33,0.0009438570245379,2025-04-24,1.7845042307692307,4.44,84.25,0.0,E0,E0,89920.54054054055,84740.81081081081,100590.8108108108,81252.97297297297,72169.72972972973,96344.5945945946,101460.27027027028,92028.64864864864,103104.03214024835,108358.91891891892,86325.13513513513,91381.35135135136,85214.32432432432,81117.2972972973,85448.64864864865,78436.48648648648,75553.51351351352,90529.45945945944,75390.27027027027,67159.72972972973,80499.18918918919,90176.75675675676,102261.8918918919,81613.78378378379,101744.86486486488,69464.05405405405,83798.64864864865,80228.37837837837,73368.37837837837,86771.8918918919,87074.05405405405,100510.27027027028,96958.0861943024,104521.62162162164,87326.21621621621,79740.27027027027,78934.32432432432,79672.97297297297,87263.78378378379,84677.02702702703,96898.62673484295,86429.18918918919,77553.78378378379,75220.27027027027,86583.78378378379,82297.2972972973,84664.86486486487,103926.2162162162,107482.43243243244,64397.02702702703,84776.21621621621,91585.67567567568,74504.03214024835,50672.16216216216,83574.30241051862,560732.4324324324,1422.972972972973,914.5945945945948,12977.297297297297,3850.540540540541,65520.810810810806,17603.513513513513,4594.864864864865,1979.918918918919,3321.891891891892,51914.62162162162,16048.648648648648,840.8108108108108,3136.2162162162163,14417.297297297297,5944.594594594594,3770.000000000001,2011.351351351352,5114.054054054054,3999.72972972973,1307.027027027027,18201.621621621623,10972.972972972972,13928.378378378378,9906.486486486489,1825.1351351351352,11241.08108108108,1424.5945945945948,1726.7567567567569,4164.324324324324,2190.810810810811,15538.108108108108,4612.702702702703,37331.08108108108,18115.405405405407,1633.6216216216214,18943.51351351352,5115.405405405406,10425.135135135137,18875.945945945947,2603.45945945946,7251.621621621622,778.3783783783783,10310.810810810812,64059.18918918919,8187.567567567567,472.7027027027027,25461.89189189189,19519.18918918919,1126.4864864864865,10994.594594594591,768.918918918919,248.86486486486487,1191.081081081081,105.16216216216216
