title,task_normalized,dwa_title,iwa_title,gwa_title,task,title_normalized,soc_code_2010,broad_occ,minor_occ_category,major_occ_category,physical,auto_aug_mean,pct_normalized,date,freq_mean,importance,relevance,a_med_nat_2024,a_med_al_2024,a_med_ak_2024,a_med_az_2024,a_med_ar_2024,a_med_ca_2024,a_med_co_2024,a_med_ct_2024,a_med_de_2024,a_med_dc_2024,a_med_fl_2024,a_med_ga_2024,a_med_hi_2024,a_med_id_2024,a_med_il_2024,a_med_in_2024,a_med_ia_2024,a_med_ks_2024,a_med_ky_2024,a_med_la_2024,a_med_me_2024,a_med_md_2024,a_med_ma_2024,a_med_mi_2024,a_med_mn_2024,a_med_ms_2024,a_med_mo_2024,a_med_mt_2024,a_med_ne_2024,a_med_nv_2024,a_med_nh_2024,a_med_nj_2024,a_med_nm_2024,a_med_ny_2024,a_med_nc_2024,a_med_nd_2024,a_med_oh_2024,a_med_ok_2024,a_med_or_2024,a_med_pa_2024,a_med_ri_2024,a_med_sc_2024,a_med_sd_2024,a_med_tn_2024,a_med_tx_2024,a_med_ut_2024,a_med_vt_2024,a_med_va_2024,a_med_wa_2024,a_med_wv_2024,a_med_wi_2024,a_med_wy_2024,a_med_gu_2024,a_med_pr_2024,a_med_vi_2024,emp_tot_nat_2024,emp_tot_al_2024,emp_tot_ak_2024,emp_tot_az_2024,emp_tot_ar_2024,emp_tot_ca_2024,emp_tot_co_2024,emp_tot_ct_2024,emp_tot_de_2024,emp_tot_dc_2024,emp_tot_fl_2024,emp_tot_ga_2024,emp_tot_hi_2024,emp_tot_id_2024,emp_tot_il_2024,emp_tot_in_2024,emp_tot_ia_2024,emp_tot_ks_2024,emp_tot_ky_2024,emp_tot_la_2024,emp_tot_me_2024,emp_tot_md_2024,emp_tot_ma_2024,emp_tot_mi_2024,emp_tot_mn_2024,emp_tot_ms_2024,emp_tot_mo_2024,emp_tot_mt_2024,emp_tot_ne_2024,emp_tot_nv_2024,emp_tot_nh_2024,emp_tot_nj_2024,emp_tot_nm_2024,emp_tot_ny_2024,emp_tot_nc_2024,emp_tot_nd_2024,emp_tot_oh_2024,emp_tot_ok_2024,emp_tot_or_2024,emp_tot_pa_2024,emp_tot_ri_2024,emp_tot_sc_2024,emp_tot_sd_2024,emp_tot_tn_2024,emp_tot_tx_2024,emp_tot_ut_2024,emp_tot_vt_2024,emp_tot_va_2024,emp_tot_wa_2024,emp_tot_wv_2024,emp_tot_wi_2024,emp_tot_wy_2024,emp_tot_gu_2024,emp_tot_pr_2024,emp_tot_vi_2024
Graduate Teaching Assistants,demonstrate use of laboratory equipment and enforce laboratory rules,Teach others to use technology or equipment.,Train others to use equipment or products.,Training and Teaching Others,Demonstrate use of laboratory equipment and enforce laboratory rules.,graduate teaching assistants,25-1191.00,Teaching Assistants,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,1.0,0.0009508788873606,2025-11-13,1.1968126923076925,3.75,46.81,44930.0,21750.0,24400.0,39570.0,26890.0,50330.0,35940.0,62880.0,44930.0,39510.0,31100.0,37730.0,36360.0,39160.0,36120.0,38430.0,40450.0,43950.0,47680.0,23700.0,44450.0,56140.0,47000.0,38450.0,50260.0,18670.0,38100.0,29160.0,48180.0,31160.0,45280.0,61560.0,46330.0,47400.0,41180.0,50570.0,75610.0,38650.0,43320.0,38290.0,44390.0,30520.0,30450.0,30000.0,46440.0,30010.0,46370.0,49420.0,48080.0,34630.0,46050.0,44930.0,44930.0,37460.0,44930.0,155010.0,2089.0,370.0,6630.0,2720.0,26370.0,580.0,3800.0,190.0,110.0,3120.0,2230.0,270.0,780.0,11860.0,890.0,360.0,420.0,1010.0,300.0,110.0,5600.0,3390.0,18240.0,530.0,780.0,2914.0,430.0,480.0,1060.0,170.0,3140.0,330.0,14290.0,1850.0,100.0,1650.0,1640.0,640.0,3370.0,160.0,830.0,530.0,320.0,13960.0,2090.0,80.0,1660.0,1220.0,40.0,3790.0,278.0,62.0,1480.0,34.0
Graduate Teaching Assistants,evaluate and grade examinations assignments or papers and record grades,Evaluate student work.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Things, Services, or People","Evaluate and grade examinations, assignments, or papers and record grades.",graduate teaching assistants,25-1191.00,Teaching Assistants,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,False,3.945054945054945,0.013012737472807,2025-11-13,0.4024615384615384,4.57,93.53,44930.0,21750.0,24400.0,39570.0,26890.0,50330.0,35940.0,62880.0,44930.0,39510.0,31100.0,37730.0,36360.0,39160.0,36120.0,38430.0,40450.0,43950.0,47680.0,23700.0,44450.0,56140.0,47000.0,38450.0,50260.0,18670.0,38100.0,29160.0,48180.0,31160.0,45280.0,61560.0,46330.0,47400.0,41180.0,50570.0,75610.0,38650.0,43320.0,38290.0,44390.0,30520.0,30450.0,30000.0,46440.0,30010.0,46370.0,49420.0,48080.0,34630.0,46050.0,44930.0,44930.0,37460.0,44930.0,155010.0,2089.0,370.0,6630.0,2720.0,26370.0,580.0,3800.0,190.0,110.0,3120.0,2230.0,270.0,780.0,11860.0,890.0,360.0,420.0,1010.0,300.0,110.0,5600.0,3390.0,18240.0,530.0,780.0,2914.0,430.0,480.0,1060.0,170.0,3140.0,330.0,14290.0,1850.0,100.0,1650.0,1640.0,640.0,3370.0,160.0,830.0,530.0,320.0,13960.0,2090.0,80.0,1660.0,1220.0,40.0,3790.0,278.0,62.0,1480.0,34.0
Graduate Teaching Assistants,provide instructors with assistance in the use of audiovisual equipment,Assist other educational professionals with projects or research.,"Assist scientists, scholars, or technical specialists with projects or research.","Communicating with Supervisors, Peers, or Subordinates",Provide instructors with assistance in the use of audiovisual equipment.,graduate teaching assistants,25-1191.00,Teaching Assistants,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,1.0,0.0016216540931958,2025-11-13,0.21103,3.12,44.49,44930.0,21750.0,24400.0,39570.0,26890.0,50330.0,35940.0,62880.0,44930.0,39510.0,31100.0,37730.0,36360.0,39160.0,36120.0,38430.0,40450.0,43950.0,47680.0,23700.0,44450.0,56140.0,47000.0,38450.0,50260.0,18670.0,38100.0,29160.0,48180.0,31160.0,45280.0,61560.0,46330.0,47400.0,41180.0,50570.0,75610.0,38650.0,43320.0,38290.0,44390.0,30520.0,30450.0,30000.0,46440.0,30010.0,46370.0,49420.0,48080.0,34630.0,46050.0,44930.0,44930.0,37460.0,44930.0,155010.0,2089.0,370.0,6630.0,2720.0,26370.0,580.0,3800.0,190.0,110.0,3120.0,2230.0,270.0,780.0,11860.0,890.0,360.0,420.0,1010.0,300.0,110.0,5600.0,3390.0,18240.0,530.0,780.0,2914.0,430.0,480.0,1060.0,170.0,3140.0,330.0,14290.0,1850.0,100.0,1650.0,1640.0,640.0,3370.0,160.0,830.0,530.0,320.0,13960.0,2090.0,80.0,1660.0,1220.0,40.0,3790.0,278.0,62.0,1480.0,34.0
"Home Economics Teachers, Postsecondary",serve on academic or administrative committees that deal with institutional policies departmental matters and academic issues,Serve on institutional or departmental committees.,Serve on organizational committees.,"Guiding, Directing, and Motivating Subordinates","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,3.2806365414096312,4.263062908242229e-05,2025-11-13,0.2463321493212669,3.4905882352941178,89.74323529411765,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",conduct research in a particular field of knowledge and publish findings in professional journals books or electronic media,Research topics in area of expertise.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,4.416107382550336,0.0038767741670165,2025-11-13,0.8743787665782494,4.042068965517242,76.88344827586207,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",conduct research in a particular field of knowledge and publish findings in professional journals books or electronic media,"Write articles, books or other original materials in area of expertise.",Write material for artistic or commercial purposes.,Documenting/Recording Information,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,4.416107382550336,0.0038767741670165,2025-11-13,0.8743787665782494,4.042068965517242,76.88344827586207,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",prepare course materials such as syllabi homework assignments and handouts,Develop instructional materials.,Prepare informational or instructional materials.,Documenting/Recording Information,"Prepare course materials such as syllabi, homework assignments, and handouts.",home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0004530522489041,2025-11-13,0.6893930288461538,4.4459375,98.84625,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",write grant proposals to procure external research funding,Write grant proposals.,Prepare proposals or grant applications.,Documenting/Recording Information,Write grant proposals to procure external research funding.,home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,3.387096774193548,3.1502716770076083e-05,2025-11-13,0.1032215734265734,3.3075757575757576,67.15151515151516,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",perform administrative duties such as serving as department head,Direct department activities.,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates",Perform administrative duties such as serving as department head.,home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0001925852568742,2025-11-13,1.2557349399038462,3.643125,59.0053125,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
Graduate Teaching Assistants,return assignments to students in accordance with established deadlines,Distribute instructional or library materials.,"Distribute materials, supplies, or resources.",Monitoring and Controlling Resources,Return assignments to students in accordance with established deadlines.,graduate teaching assistants,25-1191.00,Teaching Assistants,Other Educational Instruction and Library Occupations,Educational Instruction and Library Occupations,True,3.878765971944911,0.000834654724396,2025-11-13,0.3353403846153846,4.0,88.95,44930.0,21750.0,24400.0,39570.0,26890.0,50330.0,35940.0,62880.0,44930.0,39510.0,31100.0,37730.0,36360.0,39160.0,36120.0,38430.0,40450.0,43950.0,47680.0,23700.0,44450.0,56140.0,47000.0,38450.0,50260.0,18670.0,38100.0,29160.0,48180.0,31160.0,45280.0,61560.0,46330.0,47400.0,41180.0,50570.0,75610.0,38650.0,43320.0,38290.0,44390.0,30520.0,30450.0,30000.0,46440.0,30010.0,46370.0,49420.0,48080.0,34630.0,46050.0,44930.0,44930.0,37460.0,44930.0,155010.0,2089.0,370.0,6630.0,2720.0,26370.0,580.0,3800.0,190.0,110.0,3120.0,2230.0,270.0,780.0,11860.0,890.0,360.0,420.0,1010.0,300.0,110.0,5600.0,3390.0,18240.0,530.0,780.0,2914.0,430.0,480.0,1060.0,170.0,3140.0,330.0,14290.0,1850.0,100.0,1650.0,1640.0,640.0,3370.0,160.0,830.0,530.0,320.0,13960.0,2090.0,80.0,1660.0,1220.0,40.0,3790.0,278.0,62.0,1480.0,34.0
"Home Economics Teachers, Postsecondary",participate in campus and community events,Plan community programs or activities for the general public.,Plan events or programs.,"Organizing, Planning, and Prioritizing Work",Participate in campus and community events.,home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,4.135135135135135,0.0001123065158102,2025-11-13,0.2547620432692308,3.049375,95.1603125,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",compile bibliographies of specialized materials for outside reading assignments,Compile specialized bibliographies or lists of materials.,"Compile records, documentation, or other data.",Processing Information,Compile bibliographies of specialized materials for outside reading assignments.,home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.00051260853614,2025-11-13,0.1560534276018099,3.1229411764705883,80.30882352941177,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",participate in student recruitment registration and placement activities,Promote educational institutions or programs.,"Promote products, services, or programs.",Selling or Influencing Others,"Participate in student recruitment, registration, and placement activities.",home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0002025018250062,2025-11-13,0.1830846832579185,3.49,80.51882352941176,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",participate in student recruitment registration and placement activities,Perform student enrollment or registration activities.,Perform administrative or clerical activities.,Performing Administrative Activities,"Participate in student recruitment, registration, and placement activities.",home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,5.0,0.0002025018250062,2025-11-13,0.1830846832579185,3.49,80.51882352941176,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",initiate facilitate and moderate classroom discussions,Guide class discussions.,Teach academic or vocational subjects.,Training and Teaching Others,"Initiate, facilitate, and moderate classroom discussions.",home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,3.17626764299656,0.0006695017218457,2025-11-13,1.1542872377622375,4.374848484848485,98.71939393939395,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",evaluate and grade students class work laboratory work projects assignments and papers,Evaluate student work.,"Assess student capabilities, needs, or performance.","Judging the Qualities of Things, Services, or People","Evaluate and grade students' class work, laboratory work, projects, assignments, and papers.",home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,4.2444444444444445,0.0057739113252328,2025-11-13,1.2526369230769232,4.75,97.52,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
"Home Economics Teachers, Postsecondary",advise students on academic and vocational curricula and on career issues,Advise students on academic or career matters.,Advise others on educational or vocational matters.,Provide Consultation and Advice to Others,Advise students on academic and vocational curricula and on career issues.,home economics teachers postsecondary,25-1192.00,Miscellaneous Postsecondary Teachers,Postsecondary Teachers,Educational Instruction and Library Occupations,False,3.580645161290322,0.0023634300494703,2025-11-13,0.4669107211538462,3.8878125,94.2121875,77280.0,77280.0,77280.0,77280.0,77280.0,134060.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,79460.0,65220.0,76330.0,77280.0,65360.0,81030.0,77280.0,77280.0,77280.0,80130.0,77280.0,79950.0,65580.0,77280.0,77280.0,77280.0,77280.0,51260.0,77280.0,77280.0,79090.0,77280.0,77280.0,79840.0,73020.0,64620.0,77280.0,70730.0,77280.0,77280.0,77280.0,74790.0,77280.0,68050.0,65200.0,77280.0,77280.0,77280.0,77280.0,77280.0,77280.0,2630.0,35.0,5.0,54.0,22.0,320.0,49.0,28.0,8.0,12.0,166.0,82.0,11.0,14.0,140.0,110.0,40.0,24.0,100.0,40.0,11.0,47.0,62.0,50.0,49.0,80.0,100.0,9.0,17.0,26.0,12.0,40.0,15.0,162.0,220.0,7.0,140.0,60.0,40.0,170.0,8.0,60.0,8.0,55.0,235.0,180.0,5.0,100.0,70.0,12.0,50.0,5.0,1.0,16.0,1.0
